éplucher_verb	esclofollar_verb
cota_propernoun	cota_propernoun
diligent_adjective	diligent_adjective
glamour_noun	encant_noun
provenance_noun	procedència_noun
granulé_adjective	granulat_adjective
castany_propernoun	castany_propernoun
interocéanique_adjective	interoceànic_adjective
détremper_verb	estovar_verb
sommer_verb	prendre-en-compte_verb
vote_noun	votació_noun
biaisé_adjective	esbiaixat_adjective
yeager_propernoun	yeager_propernoun
nicandra_propernoun	nicandra_propernoun
transdermique_adjective	transdèrmic_adjective
catégorique_adjective	categòric_adjective
vidange_noun	buidada_noun
andò_propernoun	andò_propernoun
jean-michel_propernoun	jean-michel_propernoun
divorce_noun	divorci_noun
coquille_noun	conquilla_noun
dibiase_propernoun	dibiase_propernoun
comanche_noun	comanxe_noun
june_propernoun	june_propernoun
mina_propernoun	mina_propernoun
lytique_adjective	lític_adjective
algérois_noun	algerí_noun
domitila_propernoun	domitila_propernoun
newton_propernoun	newton_propernoun
occasionnel_adjective	ocasional_adjective
prendre-un-café_verb	fer-un-cafè_verb
alécithe_adjective	alecític_adjective
browne_propernoun	browne_propernoun
haut-parleur_noun	altaveu_noun
porté_propernoun	porté_propernoun
lazzari_propernoun	lazzari_propernoun
imprudent_adjective	incaut_adjective
parapluie_noun	paraigua_noun
josé-luis-rodríguez-zapatero_propernoun	josé-luis-rodríguez-zapatero_propernoun
étirer_verb	estirar_verb
petroselli_propernoun	petroselli_propernoun
égotiste_adjective	egocentrista_adjective
périartérite_noun	periarteritis_noun
bergés_propernoun	bergés_propernoun
socioculturel_adjective	sociocultural_adjective
trista_propernoun	trista_propernoun
déshydrogénase_noun	deshidrogenasa_noun
bernardette_propernoun	bernardette_propernoun
gaucher_propernoun	gaucher_propernoun
barotraumatisme_noun	barotraumatisme_noun
cronier_propernoun	cronier_propernoun
von-lüde_propernoun	von-lüde_propernoun
encaissé_adjective	enclotat_adjective
dührkop-dührkop_propernoun	dührkop-dührkop_propernoun
sant-sadurní-d'anoia_propernoun	sant-sadurní-d'anoia_propernoun
disruption_noun	disrupció_noun
licorne_noun	unicorn_noun
sauf_preposition	tret-de_preposition
arthralgie_noun	artràlgia_noun
sérique_adjective	serós_adjective
militant_noun	militant_noun
insolvable_adjective	insolvent_adjective
jura_propernoun	jura_propernoun
hernándis_propernoun	hernándis_propernoun
couteau_noun	ganivet_noun
tanit_propernoun	tanit_propernoun
galarraga_propernoun	galarraga_propernoun
zardini_propernoun	zardini_propernoun
épave_noun	resta_noun
engouffrer_verb	engolir_verb
repli_noun	replegament_noun
boîtier_noun	caixa_noun
pietri_propernoun	pietri_propernoun
puigdoménech_propernoun	puigdoménech_propernoun
cigare_noun	cigar_noun
aquosité_noun	aquositat_noun
têtu_adjective	enterc_adjective
colonisation_noun	colonització_noun
colossal_adjective	colossal_adjective
localisable_adjective	localitzable_adjective
lazzarini_propernoun	lazzarini_propernoun
lidubina_propernoun	lidubina_propernoun
gronder_verb	ressonar_verb
cerno_propernoun	cerno_propernoun
belda_propernoun	belda_propernoun
hippisme_noun	hipisme_noun
en-bus_adverb	amb-autobús_adverb
senior_adjective	sènior_adjective
valentini_propernoun	valentini_propernoun
maître_noun	amo_noun
jerónimo_propernoun	jerónimo_propernoun
éosinophile_adjective	eosinòfil_adjective
saruhashi_propernoun	saruhashi_propernoun
absolutiste_noun	absolutista_noun
chavarría_propernoun	chavarría_propernoun
repique_noun	repic_noun
colonne_noun	columna_noun
comparabilité_noun	comparabilitat_noun
greenburg_propernoun	greenburg_propernoun
inobservance_noun	inobservança_noun
mot-clé_noun	paraula-clau_noun
aimer_verb	amar_verb
obnubilation_noun	obnubilació_noun
désarmement_noun	desarmament_noun
martuscelli_propernoun	martuscelli_propernoun
fricoter_verb	donar-la-gran-vida_verb
ébranler_verb	bellugar_verb
récupérable_adjective	recuperable_adjective
wapachee_propernoun	wapachee_propernoun
bouffon_noun	bufó_noun
tee-shirt_noun	samarreta_noun
droiture_noun	rectitud_noun
gacond_propernoun	gacond_propernoun
italien_noun	italià_noun
kristen_propernoun	kristen_propernoun
ecrig_propernoun	ecrig_propernoun
tapotage_noun	picatge_noun
dénouement_noun	desenllaç_noun
lobato_propernoun	lobato_propernoun
balasch_propernoun	balasch_propernoun
suzeraineté_noun	suzerania_noun
radiant_noun	radiant_noun
alamar_propernoun	alamar_propernoun
ann_propernoun	ann_propernoun
vilaverd_propernoun	vilaverd_propernoun
closas_propernoun	closas_propernoun
rétractile_adjective	retràctil_adjective
brianna_propernoun	brianna_propernoun
dérouler_verb	desenvolupar_verb
ensorceleur_adjective	encisador_adjective
nobélium_noun	nobeli_noun
guinée-conakry_propernoun	guinea-conakry_propernoun
administrateur_noun	administrador_noun
haq_propernoun	haq_propernoun
métrer_verb	mesurar_verb
hussain_propernoun	hussain_propernoun
collation_noun	col·lació_noun
divina_propernoun	divina_propernoun
activité_noun	activitat_noun
gavaldà_propernoun	gavaldà_propernoun
antiaérien_adjective	antiaeri_adjective
mécanisation_noun	mecanització_noun
révélateur_adjective	revelador_adjective
retraire_verb	retreure_verb
mimeault_propernoun	mimeault_propernoun
pousser-à-bout_verb	fer-sortir-de-polleguera_verb
bram-stoker_propernoun	bram-stoker_propernoun
interférent_adjective	interferent_adjective
roberta_propernoun	roberta_propernoun
carotte_noun	pastanaga_noun
philogène_propernoun	philogène_propernoun
chiavenna_propernoun	chiavenna_propernoun
moyen_noun	mitjà_noun
autophagie_noun	autofàgia_noun
à-voix-haute_adverb	en-veu-alta_adverb
épaule_noun	muscle_noun
dolto_propernoun	dolto_propernoun
harper_propernoun	harper_propernoun
micro-organisme_noun	microorganisme_noun
confondre_verb	confondre_verb
brignone_propernoun	brignone_propernoun
ambroisie_noun	ambrosia_noun
fonder_verb	fonamentar_verb
manola_propernoun	manola_propernoun
juridiction_noun	jurisdicció_noun
perspicacité_noun	perspicàcia_noun
intérieur_adjective	interior_adjective
syracuse_propernoun	syracuse_propernoun
berra_propernoun	berra_propernoun
duro_propernoun	duro_propernoun
damasquiner_verb	damasquinar_verb
mourir_verb	morir_verb
jaramillo_propernoun	jaramillo_propernoun
villepin_propernoun	villepin_propernoun
inversion_noun	inversió_noun
dès-que_subordinatingconjunction	des-que_subordinatingconjunction
serre_noun	hivernacle_noun
breveter_verb	patentar_verb
altimétrique_adjective	altimètric_adjective
capteur_noun	sensor_noun
antilibéralisme_noun	antiliberalisme_noun
expatrier_verb	expatriar_verb
ion_propernoun	ion_propernoun
hauer_propernoun	hauer_propernoun
géraniol_noun	geraniol_noun
assommant_adjective	aclaparador_adjective
cinématographe_noun	cinematògraf_noun
lapidation_noun	lapidació_noun
leah_propernoun	leah_propernoun
tortoli_propernoun	tortoli_propernoun
rothbard_propernoun	rothbard_propernoun
triplan_noun	triplà_noun
prentice_propernoun	prentice_propernoun
le-cas-échéant_adverb	si-s'escau_adverb
báthory_propernoun	báthory_propernoun
benigna_propernoun	benigna_propernoun
castellolí_propernoun	castellolí_propernoun
nil_propernoun	nil_propernoun
voinea_propernoun	voinea_propernoun
commercer_verb	comerciar_verb
inglés_propernoun	inglés_propernoun
vert_noun	verd_noun
hydravion_noun	hidroavió_noun
wallach_propernoun	wallach_propernoun
tâtonnement_noun	palpeig_noun
massalia_propernoun	massàlia_propernoun
ridley_propernoun	ridley_propernoun
ligue-des-champions_propernoun	lliga-de-campions_propernoun
référenciation_noun	referenciació_noun
tennis_noun	sabatilla_noun
ressemblance_noun	semblança_noun
subjuguer_verb	subjugar_verb
protecteur_noun	patró_noun
rossiello_propernoun	rossiello_propernoun
encyclopédie_noun	enciclopèdia_noun
titi_propernoun	piolín_propernoun
panto_propernoun	panto_propernoun
rato_propernoun	rato_propernoun
baradello_propernoun	baradello_propernoun
cardinali_propernoun	cardinali_propernoun
fondation_noun	fundació_noun
horographie_noun	horografia_noun
revitaliser_verb	revitalitzar_verb
ros_propernoun	ros_propernoun
parcerisa_propernoun	parcerisa_propernoun
cata_propernoun	cata_propernoun
beauclair_propernoun	beauclair_propernoun
alva_propernoun	alva_propernoun
ungur_propernoun	ungur_propernoun
christian_propernoun	christian_propernoun
labrador_propernoun	labrador_propernoun
hyperplan_noun	hiperplà_noun
taxation_noun	taxació_noun
proche_adjective	afí_adjective
bergoglio_propernoun	bergoglio_propernoun
piloter_verb	pilotar_verb
crespo_propernoun	crespo_propernoun
tf1_noun	tf1_noun
keynes_propernoun	keynes_propernoun
jeton_noun	fitxa_noun
en-même-temps_adverb	al-mateix-temps_adverb
rosemary_propernoun	rosemary_propernoun
humeur_noun	humor_noun
suiveur_adjective	seguidor_adjective
tabet_propernoun	tabet_propernoun
dépense_noun	despesa_noun
cueilleur_noun	recol·lector_noun
monger_propernoun	monger_propernoun
ovipare_adjective	ovípar_adjective
postdoctorat_noun	postdoctorat_noun
épervier_noun	esparver_noun
mamie_noun	iaio_noun
oiseau_noun	ocell_noun
olot_propernoun	olot_propernoun
francophobie_noun	francofòbia_noun
noduleux_adjective	nodulós_adjective
recordman_noun	plusmarquista_noun
bourdon_propernoun	bourdon_propernoun
perquisitionner_verb	perquisicionar_verb
district-judiciaire_noun	partit-judicial_noun
systématiser_verb	sistematitzar_verb
apolloni_propernoun	apolloni_propernoun
surtout_adverb	cabdalment_adverb
gibecière_noun	sarró_noun
identification_noun	identificació_noun
chypriote-turc_noun	turcoxipriota_noun
samar_propernoun	samar_propernoun
topless_noun	topless_noun
viticulture_noun	viticultura_noun
knust_propernoun	knust_propernoun
raccommoder_verb	apedaçar_verb
myographe_noun	miògraf_noun
télégramme_noun	telegrama_noun
phobie_noun	fòbia_noun
de-almeida_propernoun	de-almeida_propernoun
sport_noun	deport_noun
déterminant_adjective	determinant_adjective
pretel_propernoun	pretel_propernoun
ginestà_propernoun	ginestà_propernoun
gaieté_noun	joia_noun
flanc_noun	flanc_noun
tchèque_adjective	txec_adjective
buzzanca_propernoun	buzzanca_propernoun
histopathologie_noun	histopatologia_noun
compétence_noun	competència_noun
surpopulation_noun	superpoblació_noun
crimée_propernoun	crimea_propernoun
étonnant_adjective	sorprenent_adjective
sexagésimal_adjective	sexagesimal_adjective
diefenbaker_propernoun	diefenbaker_propernoun
définitoire_adjective	definitori_adjective
bui_propernoun	bui_propernoun
leur_pronoun	li_pronoun
renzi_propernoun	renzi_propernoun
hassidisme_noun	hassidisme_noun
hétérophilie_noun	heterofília_noun
lévitation_noun	levitació_noun
néoromantique_adjective	neoromàntic_adjective
carliste_adjective	carlista_adjective
physionomique_adjective	fisionòmic_adjective
abattement_noun	decaïment_noun
ara_propernoun	ara_propernoun
camprodon_propernoun	camprodon_propernoun
ruffian_noun	rufià_noun
smith_propernoun	smith_propernoun
semaan_propernoun	semaan_propernoun
pasteur_noun	pastor_noun
alarmiste_adjective	alarmista_adjective
bicaméralisme_noun	bicameralisme_noun
charter_adjective	xàrter_adjective
appauvrissant_adjective	empobridor_adjective
néphrologie_noun	nefrologia_noun
thyroïdite_noun	tiroïditis_noun
boursier_propernoun	boursier_propernoun
calcaire_adjective	calcari_adjective
rotta_propernoun	rotta_propernoun
katie_propernoun	katie_propernoun
passif_adjective	passiu_adjective
assaisonner_verb	adobar_verb
oregon_propernoun	oregon_propernoun
baillargeon_propernoun	baillargeon_propernoun
albalat-de-la-ribera_propernoun	albalat-de-la-ribera_propernoun
madremanya_propernoun	madremanya_propernoun
lusophone_adjective	lusòfon_adjective
mesuré_adjective	amesurat_adjective
amérindien_adjective	amerindi_adjective
assortir_verb	combinar_verb
transition_noun	transició_noun
spermatozoïde_noun	espermatozoide_noun
hydrolyser_verb	hidrolitzar_verb
lucrèce_propernoun	lucreci_propernoun
lema_propernoun	lema_propernoun
lord_propernoun	lord_propernoun
inductivement_adverb	inductivament_adverb
centrique_adjective	cèntric_adjective
jordy_propernoun	jordy_propernoun
benet_propernoun	benet_propernoun
phosphure_noun	fosfur_noun
gourde_propernoun	gourde_propernoun
prix_noun	guardó_noun
hydroxyle_noun	hidroxil_noun
wrigley_propernoun	wrigley_propernoun
au-travers-de_preposition	a-través-de_preposition
minuit_noun	mitjanit_noun
frapper_verb	encunyar_verb
contaminer_verb	infectar_verb
mauri_propernoun	mauri_propernoun
placement-en-garde-à-vue_noun	detenció-preventiva_noun
despatie_propernoun	despatie_propernoun
indicible_adjective	indicible_adjective
chaleur_noun	calor_noun
cardiorespiratoire_adjective	cardiorespiratori_adjective
casellas_propernoun	casellas_propernoun
espérantisme_noun	esperantisme_noun
pellitteri_propernoun	pellitteri_propernoun
indûment_adverb	indegudament_adverb
tronquer_verb	troncar_verb
aniston_propernoun	aniston_propernoun
santanioni_propernoun	santanioni_propernoun
insolence_noun	insolència_noun
bonsaï_noun	bonsai_noun
prince_noun	príncep_noun
fernand_propernoun	fernand_propernoun
suñé_propernoun	suñé_propernoun
côte_noun	costa_noun
du-bellay_propernoun	du-bellay_propernoun
si_subordinatingconjunction	si_subordinatingconjunction
radioscopique_adjective	radioscòpic_adjective
concentrer-sur_verb	concentrar-en_verb
gentili_propernoun	gentili_propernoun
dynamique_noun	dinàmica_noun
mini_propernoun	mini_propernoun
gilaberte_propernoun	gilaberte_propernoun
autogreffe_noun	autoempelt_noun
bourcier_propernoun	bourcier_propernoun
losilla_propernoun	losilla_propernoun
westminster_propernoun	westminster_propernoun
trang_propernoun	trang_propernoun
trouble_noun	trastorn_noun
flaviana_propernoun	flaviana_propernoun
mariné_propernoun	mariné_propernoun
caraméliser_verb	acaramel·lar_verb
incontestable_adjective	incontestable_adjective
mearsheimer_propernoun	mearsheimer_propernoun
particule_noun	partícula_noun
ensuite_adverb	a-continuació_adverb
spécificité_noun	especificitat_noun
macintosh_propernoun	macintosh_propernoun
lenck_propernoun	lenck_propernoun
peirce_propernoun	peirce_propernoun
industrialiser_verb	industrialitzar_verb
bêta_noun	idiota_noun
lénitif_adjective	lenitiu_adjective
déconsidérer_verb	desconsiderar_verb
pulquéria_propernoun	pulquéria_propernoun
refuser_verb	refusar_verb
baldomera_propernoun	baldomera_propernoun
pyriteux_adjective	piritós_adjective
dufort_propernoun	dufort_propernoun
republier_verb	tornar-a-publicar_verb
szeto_propernoun	szeto_propernoun
égéen_adjective	egeu_adjective
démolir_verb	derruir_verb
lituanien_adjective	lituà_adjective
verzaschi_propernoun	verzaschi_propernoun
meg_propernoun	meg_propernoun
rondin_noun	rondí_noun
endoctriner_verb	adoctrinar_verb
fabricant_noun	fabricant_noun
visualiser_verb	visualitzar_verb
titaguas_propernoun	titaguas_propernoun
chéronée_propernoun	queronea_propernoun
grandiloquent_adjective	grandiloqüent_adjective
alacrité_noun	alacritat_noun
ciriello_propernoun	ciriello_propernoun
sant-climent-sescebes_propernoun	sant-climent-sescebes_propernoun
sills_propernoun	sills_propernoun
arriver_verb	aconseguir_verb
girfatti_propernoun	girfatti_propernoun
créateur_noun	creador_noun
piris_propernoun	piris_propernoun
pharand_propernoun	pharand_propernoun
loce_propernoun	loce_propernoun
causeur_noun	conversador_noun
angela-merkel_propernoun	angela-merkel_propernoun
réveil_noun	revifament_noun
diphtérique_adjective	diftèric_adjective
peñaranda_propernoun	peñaranda_propernoun
andalou_adjective	andalús_adjective
hépatologue_noun	hepatòleg_noun
alepin_propernoun	alepin_propernoun
monllau_propernoun	monllau_propernoun
brouiller_verb	enemistar_verb
radiodermite_noun	radiodermitis_noun
merdeux_adjective	merdós_adjective
colonisateur_adjective	colonitzador_adjective
ahier_propernoun	ahier_propernoun
pyrénées-orientales_propernoun	pirineus-orientals_propernoun
autofinancer_verb	autofinançar_verb
bagarre_noun	lluita_noun
peña_propernoun	peña_propernoun
bête_noun	bèstia_noun
al-zawahiri_propernoun	al-zawahiri_propernoun
distrait_adjective	distret_adjective
chiffre-d'affaires_noun	facturació_noun
libération_noun	alliberament_noun
carriole_noun	tartana_noun
anti-rétroviral_adjective	antiretroviral_adjective
marselles_propernoun	marselles_propernoun
stephanie_propernoun	stephanie_propernoun
tukkiapik_propernoun	tukkiapik_propernoun
dix-huitième_adjective	divuitè_adjective
bárbara_propernoun	bárbara_propernoun
psychologique_adjective	psicològic_adjective
houe_noun	aixada_noun
haines_propernoun	haines_propernoun
bourdieu_propernoun	bourdieu_propernoun
vital_adjective	vital_adjective
aliana_propernoun	aliana_propernoun
mecacci_propernoun	mecacci_propernoun
pygmée_noun	pigmeu_noun
mégalomaniaque_adjective	megalomaníac_adjective
badger_propernoun	badger_propernoun
assemblage_noun	assemblatge_noun
riquer_propernoun	riquer_propernoun
tribunal-de-proximité_noun	jutjat-de-pau_noun
pneumonie_noun	pneumònia_noun
écliptique_noun	eclíptica_noun
guinée-équatoriale_propernoun	guinea-equatorial_propernoun
gilet-de-sauvetage_noun	armilla-salvavides_noun
irrécusable_adjective	irrecusable_adjective
tueur-à-gages_noun	assassí-a-sou_noun
plunkett_propernoun	plunkett_propernoun
dépôt_noun	dipòsit_noun
changer_verb	canviar_verb
condensé_adjective	condensat_adjective
répressif_adjective	repressiu_adjective
brasser_verb	remenar_verb
subiranas_propernoun	subiranas_propernoun
de-campos_propernoun	de-campos_propernoun
cominardi_propernoun	cominardi_propernoun
mur_noun	mur_noun
tout-de-suite_adverb	ara-tot-just_adverb
larios_propernoun	larios_propernoun
luigi_propernoun	luigi_propernoun
quechua_noun	quítxua_noun
tarradas_propernoun	tarradas_propernoun
aïda_propernoun	aïda_propernoun
tresser_verb	trenar_verb
maronite_noun	maronita_noun
léone_propernoun	léone_propernoun
argoitia_propernoun	argoitia_propernoun
délibération_noun	deliberació_noun
obligatoire_adjective	obligatori_adjective
métalliser_verb	metal·litzar_verb
clarke_propernoun	clarke_propernoun
sud-occidental_adjective	sud-occidental_adjective
rubianes_propernoun	rubianes_propernoun
docteur_noun	doctor_noun
perdre_verb	perdre_verb
pimentel_propernoun	pimentel_propernoun
malyar_propernoun	malyar_propernoun
generalitat_propernoun	generalitat_propernoun
davila_propernoun	davila_propernoun
schiappa_propernoun	schiappa_propernoun
naia_propernoun	naia_propernoun
baster_verb	cedir_verb
piriz_propernoun	piriz_propernoun
matrimonialement_noun	matrimonialment_noun
quinquennal_adjective	quinquenal_adjective
exclusif_adjective	exclusiu_adjective
dvorak_propernoun	dvorak_propernoun
géocentrisme_noun	geocentrisme_noun
yátova_propernoun	yátova_propernoun
el-baradei_propernoun	al-baradei_propernoun
alcoolisme_noun	alcoholisme_noun
pincince_propernoun	pincince_propernoun
justifier_verb	justificar_verb
vernisseur_noun	envernissador_noun
pentagone_propernoun	pentàgon_propernoun
bolivarien_adjective	bolivarià_adjective
meagan_propernoun	meagan_propernoun
caractéristique_adjective	característic_adjective
gueuler_verb	cridar_verb
schanck_propernoun	schanck_propernoun
dissection_noun	dissecció_noun
ethnocentrisme_noun	etnocentrisme_noun
elezgarai_propernoun	elezgarai_propernoun
dufault_propernoun	dufault_propernoun
pas-encore-mûr_adjective	verós_adjective
carnage_noun	carnalatge_noun
isolationniste_adjective	aïllacionista_adjective
religieusement_adverb	religiosament_adverb
kenty_propernoun	kenty_propernoun
gnostique_adjective	gnòstic_adjective
scandale_noun	escàndol_noun
débarrer_verb	desbarrar_verb
rassembler_verb	reunir_verb
arrière-grand-père_noun	besavi_noun
chilien_noun	xilè_noun
bariatrique_adjective	bariàtric_adjective
biomorphique_adjective	biomòrfic_adjective
novossibirsk_propernoun	novossibirsk_propernoun
querimònia_propernoun	querimònia_propernoun
adjudicataire_noun	adjudicatari_noun
feliciana_propernoun	feliciana_propernoun
gargantuesquement_adverb	gegantinament_adverb
von-ense_propernoun	von-ense_propernoun
forer_verb	foradar_verb
maltais_noun	maltès_noun
boisclair_propernoun	boisclair_propernoun
nombre-impair_noun	nombre-senar_noun
radiatif_adjective	radiatiu_adjective
motopropulseur_noun	motopropulsor_noun
brancher_verb	posar_verb
ravenne_propernoun	ravenna_propernoun
pendulaire_noun	ultralleuger_noun
dambrosio_propernoun	dambrosio_propernoun
elfman_propernoun	elfman_propernoun
helia_propernoun	helia_propernoun
do-nascimento_propernoun	do-nascimento_propernoun
valdivieso_propernoun	valdivieso_propernoun
pelletier_propernoun	pelletier_propernoun
paulí_propernoun	paulí_propernoun
silvera_propernoun	silvera_propernoun
pentanol_noun	pentanol_noun
virginia_propernoun	virginia_propernoun
téléradiographie_noun	teleradiografia_noun
mulâtre_adjective	mulat_adjective
imploration_noun	imploració_noun
caractériel_adjective	caracterial_adjective
replet_adjective	replet_adjective
romanella_propernoun	romanella_propernoun
canal_noun	canal_noun
côté-sous-le-vent_noun	sotavent_noun
acroléine_noun	acroleïna_noun
larreina_propernoun	larreina_propernoun
algal_adjective	algal_adjective
mémé_noun	iaio_noun
perpétuité_noun	perpetuïtat_noun
chaudron_noun	caldera_noun
effectivité_noun	efectivitat_noun
accabler_verb	aclaparar_verb
vingt-deux_numeral	vint-i-dos_numeral
pathologiquement_adverb	patològicament_adverb
roura_propernoun	roura_propernoun
autour-de_preposition	als-volts-de_preposition
pirate_adjective	pirata_adjective
oran_propernoun	orà_propernoun
calaf_propernoun	calaf_propernoun
économiser_verb	economitzar_verb
éclat_noun	esplendor_noun
france_propernoun	france_propernoun
bachero_propernoun	bachero_propernoun
protéger_verb	custodiar_verb
ornella_propernoun	ornella_propernoun
tulugak_propernoun	tulugak_propernoun
théologiquement_adverb	teològicament_adverb
grès_noun	arenisca_noun
rohingya_adjective	rohingya_adjective
sécularisme_noun	secularisme_noun
jean-luc_propernoun	jean-luc_propernoun
dormant_adjective	dorment_adjective
démesuré_adjective	desmesurat_adjective
pla_propernoun	pla_propernoun
codex_noun	còdex_noun
moises_propernoun	moises_propernoun
au-dessous-du-pair_adverb	sota-la-par_adverb
séroconversion_noun	seroconversió_noun
avènement_noun	adveniment_noun
italianisme_noun	italianisme_noun
grigoraș_propernoun	grigoraș_propernoun
largeur_noun	amplària_noun
venturi_propernoun	venturi_propernoun
amari_propernoun	amari_propernoun
scientifique_adjective	científic_adjective
prosthétique_adjective	prostètic_adjective
supporté_adjective	suportat_adjective
lang_propernoun	lang_propernoun
hardiesse_noun	gosadia_noun
retamero_propernoun	retamero_propernoun
nilsson_propernoun	nilsson_propernoun
gratton_propernoun	gratton_propernoun
cellule_noun	calabós_noun
numériquement_adverb	numèricament_adverb
stott_propernoun	stott_propernoun
palme_propernoun	palme_propernoun
chavez_propernoun	chavez_propernoun
aguiar_propernoun	aguiar_propernoun
gallo-roman_adjective	gal·loromànic_adjective
curium_noun	curi_noun
fourchette_noun	forqueta_noun
persévération_noun	perseveració_noun
saint-exupéry_propernoun	saint-exupéry_propernoun
repentance_noun	penediment_noun
ophtalmologie_noun	oftalmologia_noun
servage_noun	asserviment_noun
schizophrénique_adjective	esquizofrènic_adjective
renier_verb	renegar-de_verb
gibiino_propernoun	gibiino_propernoun
mcguire_propernoun	mcguire_propernoun
jérémie_propernoun	jérémie_propernoun
black_propernoun	black_propernoun
manœuvre_noun	maniobra_noun
baratin_noun	falòrnia_noun
serenity_propernoun	serenity_propernoun
dix-huitième_adjective	desavuitè_adjective
pyrazine_noun	pirazina_noun
jouissance_noun	gaudi_noun
déambuler_verb	deambular_verb
dame_propernoun	dame_propernoun
fédéral_adjective	federal_adjective
éthylisme_noun	etilisme_noun
napess_propernoun	napess_propernoun
allantoïne_noun	al·lantoïna_noun
geovana_propernoun	geovana_propernoun
roquette_noun	coet_noun
dugué_propernoun	dugué_propernoun
instant_noun	estona_noun
plonger_verb	cabussar_verb
inavouable_adjective	inconfessable_adjective
o'malley_propernoun	o'malley_propernoun
studieux_adjective	estudiós_adjective
carty_propernoun	carty_propernoun
traumatique_adjective	traumàtic_adjective
rowland_propernoun	rowland_propernoun
mauvais_adjective	mal_adjective
hade_propernoun	hade_propernoun
auquel_propernoun	al-qual_propernoun
auquel_relativepronoun	al-qual_relativepronoun
diaz_propernoun	diaz_propernoun
compote_noun	compota_noun
francophile_adjective	francòfil_adjective
habile_adjective	hàbil_adjective
enrager_verb	enfurir_verb
macina_propernoun	macina_propernoun
conjonctivite_noun	conjuntivitis_noun
angelet_noun	angelet_noun
àngels_propernoun	àngels_propernoun
adela_propernoun	adela_propernoun
grozavu_propernoun	grozavu_propernoun
rocker_noun	cantant-de-rock_noun
montreuil_propernoun	montreuil_propernoun
gabarre_propernoun	gabarre_propernoun
kitty_propernoun	kitty_propernoun
greca_propernoun	greca_propernoun
soda_propernoun	soda_propernoun
bollar_propernoun	bollar_propernoun
totémisme_noun	totemisme_noun
augustin_adjective	agustí_adjective
cottone_propernoun	cottone_propernoun
virgile_propernoun	virgili_propernoun
stendhal_propernoun	stendhal_propernoun
cabañero_propernoun	cabañero_propernoun
stèle_noun	estela_noun
rei-bèthvéder_propernoun	rei-bèthvéder_propernoun
apogée_noun	clímax_noun
vacant_adjective	vacant_adjective
macdermott_propernoun	macdermott_propernoun
cisse_propernoun	cisse_propernoun
cruselles_propernoun	cruselles_propernoun
garçon_noun	noi_noun
venchiarutti_propernoun	venchiarutti_propernoun
méditatif_adjective	meditatiu_adjective
ambivalent_adjective	ambivalent_adjective
sotos_propernoun	sotos_propernoun
baxter_propernoun	baxter_propernoun
participant_noun	participant_noun
cinda_propernoun	cinda_propernoun
blogue_noun	blog_noun
petrov_propernoun	petrov_propernoun
follegot_propernoun	follegot_propernoun
trisha_propernoun	trisha_propernoun
opisso_propernoun	opisso_propernoun
angeloni_propernoun	angeloni_propernoun
archaïque_adjective	arcaic_adjective
tour_noun	tour_noun
réinstauration_noun	reinstauració_noun
gâteau_noun	pastís_noun
écrasant_adjective	abassegador_adjective
laventure_propernoun	laventure_propernoun
sceptique_adjective	escèptic_adjective
shecanapish_propernoun	shecanapish_propernoun
effroyablement_adverb	espantosament_adverb
irlande_propernoun	irlanda_propernoun
ironisme_noun	ironisme_noun
raticide_noun	raticida_noun
mural_adjective	mural_adjective
sémantiquement_adverb	semànticament_adverb
coordonné_adjective	coordinat_adjective
rempart_noun	baluard_noun
phelps_propernoun	phelps_propernoun
bastier_propernoun	bastier_propernoun
maials_propernoun	maials_propernoun
hilarité_noun	hilaritat_noun
pentangelo_propernoun	pentangelo_propernoun
rumba_noun	rumba_noun
panier_noun	cistell_noun
chlore_noun	clor_noun
coranique_adjective	alcorànic_adjective
symphonie_noun	simfonia_noun
de-figueiredo_propernoun	de-figueiredo_propernoun
josefina_propernoun	josefina_propernoun
tétanisme_noun	tetanisme_noun
mission_noun	missió_noun
diagnostic_noun	diagnosi_noun
moyá_propernoun	moyá_propernoun
acceptabilité_noun	acceptabilitat_noun
fortification_noun	fortificació_noun
ghedini_propernoun	ghedini_propernoun
maio_propernoun	maio_propernoun
oropeza_propernoun	oropeza_propernoun
immunidéficience_noun	immunodeficiència_noun
parménide_propernoun	parmènides_propernoun
rigolo_adjective	divertit_adjective
orchestral_adjective	orquestral_adjective
tirer_verb	estirar_verb
attirance_noun	atracció_noun
choyer_verb	amanyagar_verb
scoma_propernoun	scoma_propernoun
deneault_propernoun	deneault_propernoun
camouflage_noun	camuflatge_noun
narrativité_noun	narrativitat_noun
azoture_noun	azotur_noun
van-rompuy_propernoun	van-rompuy_propernoun
boucherie_noun	carnisseria_noun
terminologie_noun	terminologia_noun
pavlov_propernoun	pavlov_propernoun
malépart_propernoun	malépart_propernoun
vallat_propernoun	vallat_propernoun
ángel_propernoun	ángel_propernoun
investissement_noun	inversió_noun
burin_noun	burí_noun
cholet_propernoun	cholet_propernoun
weinstein_propernoun	weinstein_propernoun
camíns_propernoun	camíns_propernoun
mildred_propernoun	mildred_propernoun
laquerre_propernoun	laquerre_propernoun
congé_noun	permís_noun
désinentiel_adjective	desinencial_adjective
inspiratoire_adjective	inspiratori_adjective
boronat_propernoun	boronat_propernoun
imbécile_noun	imbècil_noun
mill_propernoun	mill_propernoun
sucre_noun	sucre_noun
quicher-la-tête_verb	humiliar_verb
