proprietário_noun	propietario_noun
centro_noun	centrismo_noun
voo_noun	vuelo_noun
ganhão_propernoun	ganhão_propernoun
papai_noun	papá_noun
geologia_noun	geología_noun
powerpoint_propernoun	powerpoint_propernoun
chanfro_noun	chaflán_noun
cepticismo_noun	escepticismo_noun
operação_noun	operación_noun
centesimamente_adverb	centésimamente_adverb
explícito_adjective	explícito_adjective
brejo_noun	pantano_noun
desta-guisa_adverb	de-esta-guisa_adverb
binómio_noun	binomio_noun
max_propernoun	max_propernoun
madoff_propernoun	madoff_propernoun
biografia_noun	biografía_noun
cerimoniosamente_adverb	ceremoniosamente_adverb
que_relativepronoun	qué_relativepronoun
que_pronoun	qué_pronoun
incidência_noun	incidencia_noun
tavares_propernoun	tavares_propernoun
declarar_verb	testar_verb
progresso_noun	adelanto_noun
interligação_noun	interconexión_noun
sustituto_adjective	sustituto_adjective
detidamente_adverb	con-detenimiento_adverb
provisório_adjective	provisorio_adjective
zero_numeral	cero_numeral
raça_noun	raza_noun
mandatário_noun	mandatario_noun
redesenhar_verb	redibujar_verb
infracção_noun	infracción_noun
melancolicamente_adverb	melancólicamente_adverb
governo_noun	gobernanza_noun
pictoricamente_adverb	pictóricamente_adverb
jogador_noun	jugador_noun
portagem_noun	peaje_noun
esfericamente_adverb	esféricamente_adverb
vinte_numeral	veinte_numeral
texas_propernoun	tejas_propernoun
acionista_noun	accionista_noun
stephenie_propernoun	stephenie_propernoun
liga_noun	aleación_noun
coagulante_adjective	coagulante_adjective
fazer_verb	hacer_verb
íon_noun	ión_noun
irresistivelmente_adverb	irresistiblemente_adverb
cíclico_adjective	cíclico_adjective
ag_propernoun	ag_propernoun
austrália_propernoun	australia_propernoun
capitão_noun	capitán_noun
convite_noun	invitación_noun
descumprir_verb	incumplir_verb
renderizar_verb	renderizar_verb
inactividade_noun	inactividad_noun
multiplicação_noun	multiplicación_noun
seco_adjective	marchito_adjective
incêndio_noun	incendio_noun
cento_numeral	ciento_numeral
realinhar_verb	realinear_verb
coação_noun	coacción_noun
haia_propernoun	la-haya_propernoun
entendimento_noun	comprensión_noun
inumeravelmente_adverb	innumerablemente_adverb
cena_noun	escena_noun
contrário_adjective	contrario_adjective
manel_propernoun	manel_propernoun
folcloricamente_adverb	folclóricamente_adverb
sangrento_adjective	sangriento_adjective
flexibilização_noun	flexibilización_noun
cevada_noun	cebada_noun
merkl_propernoun	merkl_propernoun
insatisfeito_adjective	insatisfecho_adjective
saldanha_propernoun	saldanha_propernoun
gruta_noun	cueva_noun
descer_verb	apear_verb
interpor_verb	interponer_verb
tenramente_adverb	tiernamente_adverb
fbad_propernoun	fbad_propernoun
fora_adverb	fuera_adverb
ccc_propernoun	ccc_propernoun
pós-processamento_noun	postprocesamiento_noun
extremidade_noun	extremidad_noun
imigrantemente_adverb	inmigrantemente_adverb
caminho-de-ferro_noun	ferrocarril_noun
reconstruir_verb	reconstruir_verb
maritimamente_adverb	marítimamente_adverb
instituição_noun	institución_noun
antracite_noun	antracita_noun
criança_noun	niño_noun
mafalda_propernoun	mafalda_propernoun
medalha_noun	medalla_noun
mp3_noun	mp3_noun
março_noun	marzo_noun
nathan_propernoun	nathan_propernoun
acolá_adverb	allá_adverb
embraiagem_noun	embrague_noun
troféu_noun	trofeo_noun
orçamentário_adjective	presupuestario_adjective
inaceitável_adjective	inaceptable_adjective
faminto_adjective	hambriento_adjective
suor_noun	sudor_noun
renderização_noun	modelizado_noun
esperançosamente_adverb	esperanzadamente_adverb
intranqüilo_noun	intranquilo_noun
ascendência_noun	ascendencia_noun
magicamente_adverb	mágicamente_adverb
chateado_adjective	molesto_adjective
confusão_noun	confusión_noun
quente_adjective	caliente_adjective
carteira-nacional-de-habilitação_noun	permiso-de-conducir_noun
andino_adjective	andino_adjective
laser_noun	láser_noun
quanto_adverb	cuánto_adverb
quanto_interrogativepronoun	cuánto_interrogativepronoun
cheirar_verb	oler_verb
traçar_verb	trazar_verb
cuidadoso_adjective	cuidadoso_adjective
livre_adjective	libre_adjective
substituto_noun	sustituto_noun
check-in_noun	check-in_noun
pouco-depois_adverb	poco-después_adverb
giratório_adjective	giratorio_adjective
x_noun	x_noun
caixa_noun	cajera_noun
modernização_noun	modernización_noun
mais-especificamente_adverb	en-concreto_adverb
típico_adjective	típico_adjective
migração_noun	migración_noun
baixo_adverb	quedo_adverb
hoste_noun	hueste_noun
receber-brevemente_interjection	recibir-pronto_interjection
convocação_noun	convocatoria_noun
caso-contrário_subordinatingconjunction	de-lo-contrario_subordinatingconjunction
deixar_verb	dejar_verb
destinatário_adjective	destinatario_adjective
magro_adjective	flaco_adjective
filosofia_noun	filosofía_noun
dialética_noun	dialéctica_noun
rebaixado_adjective	escariado_adjective
operário_noun	obrero_noun
casamajor_propernoun	casamajor_propernoun
fronteiriço_adjective	fronterizo_adjective
promulgação_noun	promulgación_noun
tecnologia_noun	tecnología_noun
planejamento_noun	planeamiento_noun
euronext_propernoun	euronext_propernoun
focinho_noun	hocico_noun
contestavelmente_adverb	contestablemente_adverb
português_noun	portugués_noun
multiplicemente_adverb	múltiplemente_adverb
v_noun	v_noun
exemplar_noun	dechado_noun
tranqüilamente_adverb	tranquilamente_adverb
riles_propernoun	riles_propernoun
coeficiente_noun	coeficiente_noun
estatueta_noun	estatuilla_noun
abalar_verb	sacudir_verb
rebeldia_noun	rebeldía_noun
realizador_noun	realizador_noun
semiautomático_adjective	semiautomático_adjective
prontamente_adverb	prestamente_adverb
bom_adjective	bueno_adjective
exoticamente_adverb	exóticamente_adverb
hispânico_adjective	hispánico_adjective
detecção_noun	detección_noun
reto_noun	recto_noun
pessoal_adjective	personal_adjective
sonhador_adjective	soñador_adjective
croqui_noun	croquis_noun
arroio_noun	arroyo_noun
flagrante_adjective	flagrante_adjective
encaracolado_adjective	rizado_adjective
alavancar_verb	fomentar_verb
estância_noun	estancia_noun
sobrevivência_noun	supervivencia_noun
jamais_adverb	jamás_adverb
quatro_numeral	cuatro_numeral
telefonia_noun	telefonía_noun
a-rodo_adverb	a-borbotones_adverb
carneiro_propernoun	carneiro_propernoun
gaspar_propernoun	gaspar_propernoun
bucha_noun	casquillo_noun
vocabulário_noun	vocabulario_noun
apreciar_verb	preciar_verb
extrato_noun	extracto_noun
verão_noun	verano_noun
provir_verb	provenir_verb
gravar_verb	grabar_verb
direto_adjective	directo_adjective
experiente_adjective	experto_adjective
aspa_noun	comilla_noun
doar_verb	donar_verb
estreito_adjective	estrecho_adjective
desertificação_noun	desertización_noun
proveitoso_adjective	provechoso_adjective
dar-certo_verb	salir-bien_verb
datar_verb	fechar_verb
despedimento_noun	despido_noun
elmo_noun	yelmo_noun
descontínuo_adjective	discontinuo_adjective
tutorado_adjective	tutorizado_adjective
puxar_verb	estirar_verb
frear_verb	frenar_verb
taiwanês_adjective	taiwanés_adjective
ódio_noun	odio_noun
docilmente_adverb	dócilmente_adverb
trigêmeo_noun	trillizo_noun
activo_adjective	activo_adjective
em-potencial_adverb	en-potencia_adverb
berço_noun	cuna_noun
mirar_verb	asestar_verb
corral_propernoun	corral_propernoun
indigência_noun	indigencia_noun
consultivo_adjective	consultivo_adjective
censuravelmente_adverb	censurablemente_adverb
restaurante_noun	ristorante_noun
classicamente_adverb	clásicamente_adverb
francês_noun	francés_noun
no-entanto_subordinatingconjunction	sin-embargo_subordinatingconjunction
fração_noun	fracción_noun
predizer_verb	predecir_verb
a-não-ser-que_adverb	a-menos-que_adverb
pto_noun	pto_noun
mercadoria_noun	mercadería_noun
iese_propernoun	iese_propernoun
sigma_noun	sigma_noun
manufatura_noun	manufactura_noun
ellis_propernoun	ellis_propernoun
legivelmente_adverb	legiblemente_adverb
lembrança_noun	recuerdo_noun
sacarina_noun	sacarina_noun
rigidez_noun	rigidez_noun
habilidade_noun	habilidad_noun
dinis_propernoun	dinis_propernoun
teste_noun	test_noun
em-forte-subida_adverb	fuertemente-al-alza_adverb
royal_propernoun	royal_propernoun
amazônico_adjective	amazónico_adjective
fiança_noun	fianza_noun
episódio_noun	anécdota_noun
assimilar_verb	asimilar_verb
ludicamente_adverb	lúdicamente_adverb
rússia_propernoun	rusia_propernoun
se_subordinatingconjunction	si_subordinatingconjunction
feiamente_adverb	feamente_adverb
banco-guipuzcoano_propernoun	banco-guipuzcoano_propernoun
cameron_propernoun	cameron_propernoun
desinstalação_noun	desinstalación_noun
cerimónia_noun	ceremonia_noun
variadamente_adverb	variamente_adverb
companheiro_noun	compañero_noun
conveniência_noun	conveniencia_noun
grisalhamente_adverb	canosamente_adverb
canaleta_noun	canaleta_noun
descritivo_adjective	descriptivo_adjective
eclac_propernoun	eclac_propernoun
transitar_verb	solevar_verb
aplicável_adjective	aplicable_adjective
borracha_noun	goma_noun
crentemente_adverb	creyentemente_adverb
aproximação_noun	aproximación_noun
dica_noun	consejo_noun
padronizado_adjective	estandarizado_adjective
magnata_noun	magnate_noun
embaixada_noun	embajada_noun
videoconferência_noun	videoconferencia_noun
subcontratar_verb	subcontratar_verb
excitação_noun	excitación_noun
governamental_adjective	gubernamental_adjective
duplicidade_noun	duplicidad_noun
assim-mesmo_adverb	asimismo_adverb
íris_noun	iris_noun
palavra_noun	palabra_noun
compartilhamento_noun	reparto_noun
matriz_noun	matriz_noun
referencial_adjective	referencial_adjective
aquele_determiner	aquel_determiner
aquele_demonstrativepronoun	aquel_demonstrativepronoun
contratador_noun	contratista_noun
caminhão_noun	camión_noun
cortantemente_adverb	tajantemente_adverb
entalhado_adjective	entallado_adjective
atenção_noun	atención_noun
de-cor_adverb	de-memoria_adverb
frivolamente_adverb	frívolamente_adverb
orla_noun	orilla_noun
suavidade_noun	suavidad_noun
suspeita_noun	sospecha_noun
chegar_verb	llegar_verb
saudações-cordiais_interjection	un-cordial-saludo_interjection
consórcio_noun	consorcio_noun
arriscar_verb	arriesgar_verb
vistoriar_verb	pasar-revista_verb
higienicamente_adverb	higiénicamente_adverb
cúmplice_noun	cómplice_noun
projeto_noun	proyecto_noun
caridade_noun	caridad_noun
polegada_noun	pulgada_noun
com-muito-empenho_adverb	a-velas-desplegadas_adverb
negrito_adjective	negrito_adjective
porsche_propernoun	porsche_propernoun
hiperbólico_adjective	hiperbólico_adjective
versão_noun	versión_noun
fluxo_noun	transflujo_noun
vizinhamente_adverb	vecinamente_adverb
maquinar_verb	maquinar_verb
sociedade_noun	sociedad_noun
toleravelmente_adverb	tolerablemente_adverb
explicavelmente_adverb	explicablemente_adverb
rebanho_noun	rebaño_noun
ataque-de-fúria_adverb	arranque-de-cólera_adverb
boato_noun	rumor_noun
surdez_noun	sordera_noun
equidade_noun	equidad_noun
imperceptivelmente_adverb	imperceptiblemente_adverb
compressão_noun	compresión_noun
maiol_propernoun	maiol_propernoun
caçador_noun	cazador_noun
cristãmente_adverb	cristianamente_adverb
mvm_propernoun	mvm_propernoun
finlandês_adjective	finlandés_adjective
pessoa_noun	persona_noun
constança_propernoun	constança_propernoun
campanha_noun	campaña_noun
derivação_noun	derivación_noun
moreirense_propernoun	moreirense_propernoun
após-processar_verb	postprocesar_verb
antipaticamente_adverb	antipáticamente_adverb
exequivelmente_adverb	asequiblemente_adverb
cor_noun	corazón_noun
abusivo_adjective	abusivo_adjective
teologicamente_adverb	teológicamente_adverb
anacom_propernoun	anacom_propernoun
israelita_noun	israelí_noun
redimensionável_adjective	redimensionable_adjective
espectacular_adjective	espectacular_adjective
ao-mesmo-tempo_adverb	a-la-vez_adverb
navio_noun	buque_noun
selvagemmente_adverb	salvajemente_adverb
discriminar_verb	discriminar_verb
rascunho_noun	borrador_noun
diminuir_verb	disminuir_verb
subterraneamente_adverb	subterráneamente_adverb
crer_verb	creer_verb
inimizade_noun	enemistad_noun
inconcebível_adverb	inconcebible_adverb
marrocos_propernoun	marruecos_propernoun
reinstalação_noun	reinstalación_noun
neutralidade_noun	neutralidad_noun
miseravelmente_adverb	miserablemente_adverb
grama_noun	gramo_noun
cheiamente_adverb	llenamente_adverb
mais-cedo-ou-mais-tarde_adverb	a-la-corta-o-a-la-larga_adverb
ruína_noun	ruina_noun
crescente_adjective	creciente_adjective
pressentir_verb	presentir_verb
simplificado_adjective	simplificado_adjective
danny_propernoun	danny_propernoun
aqui_adverb	aquí_adverb
caribenho_adjective	caribeño_adjective
felizmente_adverb	afortunadamente_adverb
investimento_noun	inversión_noun
impraticavelmente_adverb	impracticablemente_adverb
sobreposição_noun	solapamiento_noun
vascão_noun	vasco_noun
desalento_noun	desaliento_noun
ovalado_adjective	ovalado_adjective
aleitamento_noun	amamantamiento_noun
fotocópia_noun	fotocopia_noun
coagulação_noun	coagulación_noun
toque-de-recolher_noun	toque-de-queda_noun
bolonha_propernoun	bolonia_propernoun
quartel_noun	cuartel_noun
substituição_noun	substitución_noun
parcela_noun	cuota_noun
oi_interjection	hola_interjection
reciprocamente_adverb	recíprocamente_adverb
condescendentemente_adverb	complacientemente_adverb
oferecimento_noun	ofrecimiento_noun
personalizado_adjective	personalizado_adjective
saudável_adjective	saludable_adjective
japonês_adjective	japonés_adjective
rascagneres_propernoun	rascagneres_propernoun
cão_noun	perro_noun
soberbamente_adverb	soberbiamente_adverb
fixar_verb	fijar_verb
criado-mudo_noun	mesilla_noun
revolução_noun	revolución_noun
documentário_noun	documental_noun
adjacentemente_adverb	adyacentemente_adverb
tnc_propernoun	tnc_propernoun
tontura_noun	tontería_noun
manual_adjective	manual_adjective
manufatureiro_adjective	manufacturero_adjective
juventude_noun	juventud_noun
depor_verb	deponer_verb
próximo_noun	prójimo_noun
oxiacetileno_noun	oxiacetileno_noun
padrão_noun	patrón_noun
cobiçar_verb	codiciar_verb
pps_propernoun	pps_propernoun
cartoon_propernoun	cartoon_propernoun
exato_adjective	exacto_adjective
maternidade_noun	maternidad_noun
cano_noun	tubo_noun
oliu_propernoun	oliu_propernoun
filão_noun	filón_noun
distorção_noun	sesgo_noun
em_preposition	en_preposition
conclusivamente_adverb	finalmente_adverb
castelo_noun	castillo_noun
bem-estar_noun	bienestar_noun
agitador_noun	agitador_noun
camp_propernoun	camp_propernoun
chechênia_propernoun	chechenia_propernoun
promessa_noun	promesa_noun
assincrônico_adjective	asincrónico_adjective
fazer_verb	obrar_verb
eletrónico_adjective	electrónico_adjective
fêmea_noun	hembra_noun
audição_noun	audición_noun
reclamação_noun	reclamación_noun
atraente_adjective	atractivo_adjective
segmentar_verb	segmentar_verb
aquele_pronoun	aquel_pronoun
aquele_demonstrativepronoun	aquel_demonstrativepronoun
cartesiano_adjective	cartesiano_adjective
inadimplência_noun	incumplimiento_noun
calcutá_propernoun	calcuta_propernoun
historicamente_adverb	históricamente_adverb
ao-menos_subordinatingconjunction	al-menos_subordinatingconjunction
pib_propernoun	pbi_propernoun
aspa_noun	aspa_noun
serpente_noun	serpiente_noun
reuters_propernoun	reuters_propernoun
bailarino_noun	bailarín_noun
exploração_noun	exploración_noun
desejavelmente_adverb	deseablemente_adverb
dizer_verb	decir_verb
confederação_noun	confederación_noun
facada_noun	puñalada_noun
abominavelmente_adverb	abominablemente_adverb
controladoria_noun	contraloría_noun
implicar_verb	conllevar_verb
tamanho_noun	tamaño_noun
francês_adjective	francés_adjective
inciso_adjective	inciso_adjective
efectivamente_adverb	en-efecto_adverb
decrescente_adjective	decreciente_adjective
usinagem_noun	mecanizado_noun
procissão_noun	procesión_noun
perpétuo_adjective	perpetuo_adjective
plotadora_noun	trazador_noun
redutor_adjective	reductor_adjective
anteontem_adverb	anteayer_adverb
insossamente_adverb	insulsamente_adverb
pré-venda_noun	preventa_noun
tabulação_noun	tabulación_noun
processo_noun	proceso_noun
convidar_verb	invitar_verb
alçar_verb	alzar_verb
coerência_noun	coherencia_noun
filiadamente_adverb	afiliadamente_adverb
temporariamente_adverb	temporalmente_adverb
minoria_noun	minoría_noun
vilanova_propernoun	vilanova_propernoun
proibição_noun	prohibición_noun
demais_adjective	demás_adjective
nicolas_propernoun	nicolas_propernoun
marinheiro_noun	marinero_noun
acomodar_verb	aposentar_verb
contracção_noun	contracción_noun
correspondentemente_adverb	correspondientemente_adverb
personalização_noun	personalización_noun
e-instituto_noun	einstituto_noun
discórdia_noun	cizaña_noun
fedor_noun	hedor_noun
homologamente_adverb	homólogamente_adverb
maioritariamente_adverb	mayoritariamente_adverb
autom_propernoun	autom_propernoun
admiravelmente_adverb	admirablemente_adverb
motor_adjective	motor_adjective
regra_noun	regla_noun
laietana_propernoun	laietana_propernoun
centroamericano_adjective	centroamericano_adjective
cerimônia_noun	ceremonia_noun
batalhão_noun	batallón_noun
colisão_noun	colisión_noun
fraudador_adjective	defraudador_adjective
agulha_noun	aguja_noun
inflação_noun	inflación_noun
ofertante_noun	ofertante_noun
adaptável_adjective	adaptable_adjective
prognóstico_noun	pronóstico_noun
visualização_noun	visualización_noun
duplamente_adverb	doblemente_adverb
viavelmente_adverb	factiblemente_adverb
formulário_noun	formulario_noun
solaz_propernoun	solaz_propernoun
hoteleiro_adjective	hotelero_adjective
basebol_noun	béisbol_noun
inexperiência_noun	inexperiencia_noun
pozuelo-de-alarcón_propernoun	pozuelo-de-alarcón_propernoun
aptidão_noun	aptitud_noun
muito-mais_adverb	mucho-más_adverb
sub-unidade_noun	subunidad_noun
listagem_noun	listado_noun
binoche_propernoun	binoche_propernoun
ramalho_propernoun	ramalho_propernoun
digitar_verb	teclear_verb
secundário_adjective	secundario_adjective
estrito_adjective	estricto_adjective
belo_adjective	bello_adjective
filiado_adjective	afiliado_adjective
directoria_noun	dirección_noun
estatutário_adjective	estatutario_adjective
computador_noun	ordenador_noun
dispersão_noun	dispersión_noun
geneticamente_adverb	genéticamente_adverb
infância_noun	infancia_noun
oitenta_numeral	ochenta_numeral
avariar_verb	quebrar_verb
macro_noun	macro_noun
ondine_propernoun	ondine_propernoun
adjacente_adjective	adyacente_adjective
conteúdo_noun	contenido_noun
natureza_noun	naturaleza_noun
documentário_adjective	documental_adjective
vós_pronoun	vosotros_pronoun
bagagem_noun	equipaje_noun
criminosamente_adverb	criminalmente_adverb
anotação_noun	notación_noun
johnny_propernoun	johnny_propernoun
no-natal_adverb	en-las-navidades_adverb
paradoxo_noun	paradoja_noun
interpretação_noun	interpretación_noun
subproduto_noun	subproducto_noun
biologicamente_adverb	biológicamente_adverb
verificador_adjective	verificador_adjective
sinonimamente_adverb	sinónimamente_adverb
ensinar_verb	enseñar_verb
inidentificavelmente_adverb	inidentificablemente_adverb
contorno_noun	contorno_noun
mal-estar_noun	malestar_noun
enganoso_adjective	engañoso_adjective
mota_noun	moto_noun
sotaque_noun	acento_noun
orey_propernoun	orey_propernoun
vazio_adjective	vacío_adjective
comutar_verb	conmutar_verb
anticorrosivo_adjective	anticorrosivo_adjective
rentável_adjective	rentable_adjective
helena_propernoun	helena_propernoun
dvd_noun	dvd_noun
cedo_adverb	tempranamente_adverb
entendimento_noun	entendimiento_noun
aluguer_noun	alquiler_noun
assinalador_adjective	señalador_adjective
controvérsia_noun	controversia_noun
dublagem_noun	doblaje_noun
alga_noun	alga_noun
centenário_noun	centenario_noun
arroios_propernoun	arroios_propernoun
ceia_noun	cena_noun
escutar_verb	escuchar_verb
caminhar_verb	caminar_verb
respeitar_verb	respetar_verb
prejudicar_verb	perjudicar_verb
zombadoramente_adverb	burlonamente_adverb
catherine_propernoun	catherine_propernoun
negatividade_noun	negatividad_noun
singelamente_adverb	sencillamente_adverb
gás_noun	gas_noun
setentrionalmente_adverb	septentrionalmente_adverb
hiv_noun	vih_noun
boicote_noun	boicot_noun
dobragem_noun	doblaje_noun
burocraticamente_adverb	burocráticamente_adverb
noticiar_verb	informar_verb
defronte_adverb	enfrente_adverb
complexo_adjective	complejo_adjective
moura_propernoun	moura_propernoun
fato_noun	hecho_noun
cobrança_noun	cobro_noun
indomavelmente_adverb	indomablemente_adverb
liderança_noun	liderato_noun
cacia_propernoun	cacia_propernoun
subtilmente_adverb	sutilmente_adverb
fotocopiadora_noun	fotocopiadora_noun
ditar_verb	dictar_verb
ativista_adjective	activista_adjective
comissão_noun	comisión_noun
sensibilidade_noun	sensibilidad_noun
vencimento_noun	vencimiento_noun
erroneamente_adverb	erróneamente_adverb
encanamento_noun	tubería_noun
demitir_verb	dimitir_verb
fouce_noun	hoz_noun
áustria_propernoun	austria_propernoun
cip_noun	cip_noun
aenor_propernoun	aenor_propernoun
boneco_noun	muñeco_noun
apelo_noun	llamamiento_noun
funcionário_noun	operario_noun
isin_propernoun	isin_propernoun
edital_noun	pliego-de-condiciones_noun
nem-sinal_adverb	ni-rastro_adverb
jogar_verb	echar_verb
instalador_noun	instalador_noun
ideologia_noun	ideología_noun
repositório_noun	repositorio_noun
loiro_adjective	rubio_adjective
makkah_propernoun	makkah_propernoun
começar_verb	comenzar_verb
apreciavelmente_adverb	apreciablemente_adverb
panela-de-pressão_noun	olla-a-presión_noun
patrulhar_verb	patrullar_verb
igae_propernoun	igae_propernoun
aterragem_noun	aterrizaje_noun
cavidade_noun	cavidad_noun
facilitador_noun	facilitador_noun
hangseng_propernoun	hangseng_propernoun
portucel_propernoun	portucel_propernoun
humanitário_adjective	humanitario_adjective
sítio_noun	casa-de-campo_noun
linda_propernoun	linda_propernoun
dâmaso_propernoun	dâmaso_propernoun
restrição_noun	restricción_noun
depois_adverb	después_adverb
secção_noun	sección_noun
assombrar_verb	asombrar_verb
conversa_noun	conversación_noun
valorização_noun	valorización_noun
economia_noun	economía_noun
ter_verb	tener_verb
castidade_noun	castidad_noun
exprimir_verb	expresar_verb
destruidoramente_adverb	destructoramente_adverb
criar_verb	crear_verb
perceber_verb	percibir_verb
excepção_noun	excepción_noun
gemer_verb	gemir_verb
enfermagem_noun	enfermería_noun
sequestrador_noun	secuestrador_noun
anfitrião_noun	anfitrión_noun
preparação_noun	preparación_noun
cronologicamente_adverb	cronológicamente_adverb
cosmos_propernoun	cosmos_propernoun
nato_propernoun	otan_propernoun
opção_noun	opción_noun
corrente_noun	cadena_noun
preencher_verb	cumplimentar_verb
sulco_noun	ranura_noun
inequívoco_adjective	inequívoco_adjective
passagem_noun	pasaje_noun
reestruturação_noun	reestructuración_noun
altruísta_noun	altruista_noun
frieza_noun	frialdad_noun
educador_noun	educador_noun
ressarcimento_noun	resarcimiento_noun
valongo_propernoun	valongo_propernoun
plataforma_noun	andén_noun
detenção_noun	arresto_noun
maravilha_noun	maravilla_noun
sever_propernoun	sever_propernoun
renúncia_noun	renuncia_noun
polvilhar_verb	espolvorear_verb
sarmento_propernoun	sarmento_propernoun
urina_noun	orina_noun
inumerável_adjective	innumerable_adjective
paraíba_propernoun	paraíba_propernoun
ponzi_propernoun	ponzi_propernoun
feitiço_noun	hechizo_noun
basílio_propernoun	basílio_propernoun
incumbente_adjective	incumbente_adjective
objectivo_noun	objetivo_noun
silvio_propernoun	silvio_propernoun
execução_noun	ejecución_noun
mateus_propernoun	mateus_propernoun
noturno_adjective	nocturno_adjective
considerável_adjective	considerable_adjective
exclusão_noun	supresión_noun
o-que_relativepronoun	el-que_relativepronoun
timidamente_adverb	tímidamente_adverb
benfeitor_adjective	benefactor_adjective
inimigo_adjective	enemigo_adjective
susana_propernoun	susana_propernoun
um-forte-abraço_interjection	un-abrazo-fuerte_interjection
vaidade_noun	vanidad_noun
média_noun	promedio_noun
sombreado_adjective	sombreado_adjective
incompatibilidade_noun	incompatibilidad_noun
imersamente_adverb	inmersamente_adverb
recepção_noun	recepción_noun
desabrigado_adjective	desamparado_adjective
jerc_propernoun	jerc_propernoun
armaria_noun	armería_noun
género-alimentar_noun	alimento_noun
glossário_noun	glosario_noun
concepção_noun	concepción_noun
muitíssimo_adjective	muchísimo_adjective
livremente_adverb	libremente_adverb
financiavelmente_adverb	financiablemente_adverb
modernizar_verb	modernizar_verb
uniformizar_verb	uniformar_verb
experimentação_noun	experimentación_noun
crer-que_verb	creer-que_verb
autodrenante_adjective	autodrenante_adjective
disfarçar_verb	disfrazar_verb
canadiano_noun	canadiense_noun
hapoel_propernoun	hapoel_propernoun
confidencialidade_noun	confidencialidad_noun
despir_verb	desnudar_verb
joomla_propernoun	joomla_propernoun
susceptível_adjective	susceptible_adjective
salto_noun	tacón_noun
sobrescrever_verb	sobrescribir_verb
sulfúrico_adjective	sulfúrico_adjective
telemetria_noun	telemetría_noun
desarticulado_adjective	desunido_adjective
eva_propernoun	eva_propernoun
respiratório_adjective	respiratorio_adjective
vídeogaleria_noun	videogalería_noun
nublosamente_adverb	nubladamente_adverb
html_propernoun	html_propernoun
formulação_noun	formulación_noun
alça_noun	alza_noun
tipológico_adjective	tipológico_adjective
cobiça_noun	codicia_noun
ação_noun	acción_noun
possível_adjective	posible_adjective
bastidor_noun	bastidor_noun
montão_noun	montón_noun
regulamentariamente_adverb	reglamentariamente_adverb
escola_noun	cole_noun
transformar_verb	trasformar_verb
maçã_noun	manzana_noun
receio_noun	recelo_noun
renumerar_verb	renumerar_verb
partidariamente_adverb	partidistamente_adverb
princípio_noun	principio_noun
alentejo_propernoun	alentejo_propernoun
funchal_propernoun	funchal_propernoun
oco_adjective	hueco_adjective
abreviado_adjective	abreviado_adjective
contavelmente_adverb	contablemente_adverb
revisão_noun	revisión_noun
dificilmente_adverb	difícilmente_adverb
corrimão_noun	barandilla_noun
aab_propernoun	aab_propernoun
hillary_propernoun	hillary_propernoun
comércio_noun	comercio_noun
cnis_propernoun	cnis_propernoun
agra_propernoun	agra_propernoun
impregnar_verb	impregnar_verb
intersecante_adjective	intersecante_adjective
nunes_propernoun	nunes_propernoun
prefeito_noun	alcalde_noun
assobiar_verb	silbar_verb
sofía_propernoun	sofía_propernoun
alcalinizante_noun	alcalinizante_noun
talismã_noun	talismán_noun
em-decorrência-de_preposition	en-el-transcurso-de_preposition
direcionar_verb	direccionar_verb
tosse_noun	tos_noun
bolsa_noun	bolso_noun
tremulamente_adverb	temblorosamente_adverb
riso_noun	risa_noun
farmacêutico_noun	farmacéutico_noun
bonaventura_propernoun	bonaventura_propernoun
multiplicidade_noun	multiplicidad_noun
convergência_noun	convergencia_noun
autossuficiência_noun	autosuficiencia_noun
topicamente_adverb	tópicamente_adverb
coincidir_verb	concurrir_verb
nasn_propernoun	nasn_propernoun
fitossanitário_adjective	fitosanitario_adjective
tiago_propernoun	tiago_propernoun
revestir_verb	recubrir_verb
mesa-de-cabeceira_noun	mesilla_noun
coleta_noun	recolección_noun
insônia_noun	insomnio_noun
ideia_noun	idea_noun
vontade_noun	gana_noun
impulsor_noun	impulsor_noun
tornar_verb	hacer_verb
ter_verb	haber_verb
significação_noun	significación_noun
atualização_noun	actualización_noun
uma-barbaridade_adverb	muy-bien_adverb
almejar_verb	anhelar_verb
syracuse_propernoun	syracuse_propernoun
piedade_noun	piedad_noun
lida_noun	faena_noun
tommaso_propernoun	tommaso_propernoun
ok_noun	ok_noun
cócegas_noun	cosquillas_noun
retomar_verb	reanudar_verb
vírus_noun	virus_noun
comummente_adverb	comúnmente_adverb
em-media_adverb	de-media_adverb
auxiliar_verb	auxiliar_verb
marisqueiramente_adverb	marisqueramente_adverb
espasa-calpe_propernoun	espasa-calpe_propernoun
caçoar_verb	bromear_verb
migrar_verb	migrar_verb
ao-redor_adverb	alrededor_adverb
tomada_noun	toma_noun
autônomo_adjective	autónomo_adjective
amanhã_adverb	mañana_adverb
ametic_propernoun	ametic_propernoun
inseparável_adjective	inseparable_adjective
iraniano_adjective	iraní_adjective
inseparavelmente_adverb	inseparablemente_adverb
movediçamente_adverb	movedizamente_adverb
pactuar_verb	pactar_verb
catalunya-caixa_propernoun	catalunya-caixa_propernoun
arrecadar_verb	recaudar_verb
playstation_propernoun	playstation_propernoun
fiscalizador_adjective	fiscalizador_adjective
incinerar_verb	incinerar_verb
kiarostami_propernoun	kiarostami_propernoun
impossivelmente_adverb	imposiblemente_adverb
