 "written_rep_a" , "lex_entry_a" , "sense_a" , "trans" , "sense_b" , "lex_entry_b" , "written_rep_b" , "POS" ,
 "Tuzlı" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/Tuzl%C4%B1-PROPN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Tuzl%C4%B1_Tuzl%C4%B1-np-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Tuzl%C4%B1_Tuzl%C4%B1-np-crh-sense-Tuzl%C4%B1_Tuzl%C4%B1-np-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Tuzl%C4%B1_Tuzl%C4%B1-np-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/Tuzl%C4%B1-PROPN-tr" , "Tuzlı" , "http://www.lexinfo.net/ontology/2.0/lexinfo#properNoun" ,
 "osmanlı" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/osmanl%C4%B1-NOUN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/osmanl%C4%B1_Osmanl%C4%B1-n-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/osmanl%C4%B1_Osmanl%C4%B1-n-crh-sense-Osmanl%C4%B1_osmanl%C4%B1-n-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Osmanl%C4%B1_osmanl%C4%B1-n-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/Osmanl%C4%B1-NOUN-tr" , "Osmanlı" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "mırza" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/m%C4%B1rza-NOUN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/m%C4%B1rza_bey-n-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/m%C4%B1rza_bey-n-crh-sense-bey_m%C4%B1rza-n-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/bey_m%C4%B1rza-n-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/bey-NOUN-tr" , "bey" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "tabaqa" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/tabaqa-NOUN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/tabaqa_tabaka-n-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/tabaqa_tabaka-n-crh-sense-tabaka_tabaqa-n-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/tabaka_tabaqa-n-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/tabaka-NOUN-tr" , "tabaka" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "ketişat" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/keti%C5%9Fat-NOUN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/keti%C5%9Fat_gidi%C5%9Fat-n-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/keti%C5%9Fat_gidi%C5%9Fat-n-crh-sense-gidi%C5%9Fat_keti%C5%9Fat-n-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/gidi%C5%9Fat_keti%C5%9Fat-n-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/gidi%C5%9Fat-NOUN-tr" , "gidişat" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "Daşiv" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/Da%C5%9Fiv-PROPN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Da%C5%9Fiv_Da%C5%9Fiv-np-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Da%C5%9Fiv_Da%C5%9Fiv-np-crh-sense-Da%C5%9Fiv_Da%C5%9Fiv-np-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Da%C5%9Fiv_Da%C5%9Fiv-np-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/Da%C5%9Fiv-PROPN-tr" , "Daşiv" , "http://www.lexinfo.net/ontology/2.0/lexinfo#properNoun" ,
 "Krutov" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/Krutov-PROPN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Krutov_Krutov-np-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Krutov_Krutov-np-crh-sense-Krutov_Krutov-cog-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Krutov_Krutov-cog-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/Krutov-PROPN-tr" , "Krutov" , "http://www.lexinfo.net/ontology/2.0/lexinfo#properNoun" ,
 "Simonov" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/Simonov-PROPN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Simonov_Simonov-np-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Simonov_Simonov-np-crh-sense-Simonov_Simonov-cog-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Simonov_Simonov-cog-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/Simonov-PROPN-tr" , "Simonov" , "http://www.lexinfo.net/ontology/2.0/lexinfo#properNoun" ,
 "tay" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/tay-VERB-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/tay_kay-v-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/tay_kay-v-crh-sense-kay_tay-v-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/kay_tay-v-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/kay-VERB-tr" , "kay" , "http://www.lexinfo.net/ontology/2.0/lexinfo#verb" ,
 "yemin" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/yemin-NOUN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/yemin_yemin-n-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/yemin_yemin-n-crh-sense-yemin_yemin-n-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/yemin_yemin-n-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/yemin-NOUN-tr" , "yemin" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "start" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/start-NOUN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/start_start-n-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/start_start-n-crh-sense-start_start-n-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/start_start-n-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/start-NOUN-tr" , "start" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "provokatsiya" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/provokatsiya-NOUN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/provokatsiya_provokasyon-n-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/provokatsiya_provokasyon-n-crh-sense-provokasyon_provokatsiya-n-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/provokasyon_provokatsiya-n-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/provokasyon-NOUN-tr" , "provokasyon" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "Dımıtrove" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/D%C4%B1m%C4%B1trove-PROPN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/D%C4%B1m%C4%B1trove_D%C4%B1m%C4%B1trove-np-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/D%C4%B1m%C4%B1trove_D%C4%B1m%C4%B1trove-np-crh-sense-D%C4%B1m%C4%B1trove_D%C4%B1m%C4%B1trove-np-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/D%C4%B1m%C4%B1trove_D%C4%B1m%C4%B1trove-np-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/D%C4%B1m%C4%B1trove-PROPN-tr" , "Dımıtrove" , "http://www.lexinfo.net/ontology/2.0/lexinfo#properNoun" ,
 "qırımlı" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/q%C4%B1r%C4%B1ml%C4%B1-ADJ-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/q%C4%B1r%C4%B1ml%C4%B1_k%C4%B1r%C4%B1ml%C4%B1-adj-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/q%C4%B1r%C4%B1ml%C4%B1_k%C4%B1r%C4%B1ml%C4%B1-adj-crh-sense-k%C4%B1r%C4%B1ml%C4%B1_q%C4%B1r%C4%B1ml%C4%B1-adj-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/k%C4%B1r%C4%B1ml%C4%B1_q%C4%B1r%C4%B1ml%C4%B1-adj-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/k%C4%B1r%C4%B1ml%C4%B1-ADJ-tr" , "kırımlı" , "http://www.lexinfo.net/ontology/2.0/lexinfo#adjective" ,
 "Alfred" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/Alfred-PROPN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Alfred_Alfred-np-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Alfred_Alfred-np-crh-sense-Alfred_Alfred-np-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Alfred_Alfred-np-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/Alfred-PROPN-tr" , "Alfred" , "http://www.lexinfo.net/ontology/2.0/lexinfo#properNoun" ,
 "pişkinlik" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/pi%C5%9Fkinlik-NOUN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/pi%C5%9Fkinlik_pi%C5%9Fkinlik-n-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/pi%C5%9Fkinlik_pi%C5%9Fkinlik-n-crh-sense-pi%C5%9Fkinlik_pi%C5%9Fkinlik-n-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/pi%C5%9Fkinlik_pi%C5%9Fkinlik-n-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/pi%C5%9Fkinlik-NOUN-tr" , "pişkinlik" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "xoş" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/xo%C5%9F-ADJ-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/xo%C5%9F_ho%C5%9F-adj-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/xo%C5%9F_ho%C5%9F-adj-crh-sense-ho%C5%9F_xo%C5%9F-adj-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/ho%C5%9F_xo%C5%9F-adj-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/ho%C5%9F-ADJ-tr" , "hoş" , "http://www.lexinfo.net/ontology/2.0/lexinfo#adjective" ,
 "bu" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/bu-PRON-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/bu_bu-prn-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/bu_bu-prn-crh-sense-bu_bu-prn-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/bu_bu-prn-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/bu-PRON-tr" , "bu" , "http://www.lexinfo.net/ontology/2.0/lexinfo#pronoun" ,
 "bu" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/bu-PRON-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/bu_bu-prn-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/bu_bu-prn-crh-sense-bu_bu-prn-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/bu_bu-prn-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/bu-PRON-tr" , "bu" , "http://www.lexinfo.net/ontology/2.0/lexinfo#determiner" ,
 "bu" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/bu-PRON-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/bu_bu-prn-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/bu_bu-prn-crh-sense-bu_bu-prn-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/bu_bu-prn-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/bu-PRON-tr" , "bu" , "http://www.lexinfo.net/ontology/2.0/lexinfo#demonstrativePronoun" ,
 "sebze" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/sebze-NOUN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/sebze_sebze-n-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/sebze_sebze-n-crh-sense-sebze_sebze-n-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/sebze_sebze-n-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/sebze-NOUN-tr" , "sebze" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "Elmira" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/Elmira-PROPN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Elmira_Elmira-np-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Elmira_Elmira-np-crh-sense-Elmira_Elmira-np-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Elmira_Elmira-np-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/Elmira-PROPN-tr" , "Elmira" , "http://www.lexinfo.net/ontology/2.0/lexinfo#properNoun" ,
 "taktika" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/taktika-NOUN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/taktika_taktik-n-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/taktika_taktik-n-crh-sense-taktik_taktika-n-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/taktik_taktika-n-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/taktik-NOUN-tr" , "taktik" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "Zavodske" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/Zavodske-PROPN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Zavodske_Zavodske-np-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Zavodske_Zavodske-np-crh-sense-Zavodske_Zavodske-np-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Zavodske_Zavodske-np-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/Zavodske-PROPN-tr" , "Zavodske" , "http://www.lexinfo.net/ontology/2.0/lexinfo#properNoun" ,
 "obyektiv" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/obyektiv-NOUN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/obyektiv_mercek-n-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/obyektiv_mercek-n-crh-sense-mercek_obyektiv-n-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/mercek_obyektiv-n-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/mercek-NOUN-tr" , "mercek" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "canlandır" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/canland%C4%B1r-VERB-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/canland%C4%B1r_canland%C4%B1r-v-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/canland%C4%B1r_canland%C4%B1r-v-crh-sense-canland%C4%B1r_canland%C4%B1r-v-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/canland%C4%B1r_canland%C4%B1r-v-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/canland%C4%B1r-VERB-tr" , "canlandır" , "http://www.lexinfo.net/ontology/2.0/lexinfo#verb" ,
 "Borova" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/Borova-PROPN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Borova_Borova-np-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Borova_Borova-np-crh-sense-Borova_Borova-np-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Borova_Borova-np-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/Borova-PROPN-tr" , "Borova" , "http://www.lexinfo.net/ontology/2.0/lexinfo#properNoun" ,
 "PrivatBank" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/PrivatBank-PROPN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/PrivatBank_PrivatBank-np-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/PrivatBank_PrivatBank-np-crh-sense-PrivatBank_PrivatBank-np-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/PrivatBank_PrivatBank-np-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/PrivatBank-PROPN-tr" , "PrivatBank" , "http://www.lexinfo.net/ontology/2.0/lexinfo#properNoun" ,
 "Alâdin" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/Al%C3%A2din-PROPN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Al%C3%A2din_Alaadin-np-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Al%C3%A2din_Alaadin-np-crh-sense-Alaadin_Al%C3%A2din-np-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Alaadin_Al%C3%A2din-np-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/Alaadin-PROPN-tr" , "Alaadin" , "http://www.lexinfo.net/ontology/2.0/lexinfo#properNoun" ,
 "innovatsion" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/innovatsion-NOUN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/innovatsion_de%C4%9Fi%C5%9Fiklik-n-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/innovatsion_de%C4%9Fi%C5%9Fiklik-n-crh-sense-de%C4%9Fi%C5%9Fiklik_innovatsion-n-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/de%C4%9Fi%C5%9Fiklik_innovatsion-n-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/de%C4%9Fi%C5%9Fiklik-NOUN-tr" , "değişiklik" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "şeadet" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/%C5%9Feadet-NOUN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/%C5%9Feadet_%C5%9Fehadet-n-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/%C5%9Feadet_%C5%9Fehadet-n-crh-sense-%C5%9Fehadet_%C5%9Feadet-n-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/%C5%9Fehadet_%C5%9Feadet-n-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/%C5%9Fehadet-NOUN-tr" , "şehadet" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "stand" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/stand-NOUN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/stand_stand-n-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/stand_stand-n-crh-sense-stand_stand-n-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/stand_stand-n-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/stand-NOUN-tr" , "stand" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "neşriyat" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/ne%C5%9Friyat-NOUN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/ne%C5%9Friyat_ne%C5%9Friyat-n-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/ne%C5%9Friyat_ne%C5%9Friyat-n-crh-sense-ne%C5%9Friyat_ne%C5%9Friyat-n-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/ne%C5%9Friyat_ne%C5%9Friyat-n-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/ne%C5%9Friyat-NOUN-tr" , "neşriyat" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "hit" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/hit-NOUN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/hit_hit-n-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/hit_hit-n-crh-sense-hit_hit-n-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/hit_hit-n-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/hit-NOUN-tr" , "hit" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "voyevodalıq" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/voyevodal%C4%B1q-NOUN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/voyevodal%C4%B1q_voyvodal%C4%B1k-n-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/voyevodal%C4%B1q_voyvodal%C4%B1k-n-crh-sense-voyvodal%C4%B1k_voyevodal%C4%B1q-n-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/voyvodal%C4%B1k_voyevodal%C4%B1q-n-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/voyvodal%C4%B1k-NOUN-tr" , "voyvodalık" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "Şabutov" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/%C5%9Eabutov-PROPN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/%C5%9Eabutov_%C5%9Eabutov-np-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/%C5%9Eabutov_%C5%9Eabutov-np-crh-sense-%C5%9Eabutov_%C5%9Eabutov-cog-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/%C5%9Eabutov_%C5%9Eabutov-cog-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/%C5%9Eabutov-PROPN-tr" , "Şabutov" , "http://www.lexinfo.net/ontology/2.0/lexinfo#properNoun" ,
 "yerleş" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/yerle%C5%9F-VERB-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/yerle%C5%9F_yerle%C5%9F-v-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/yerle%C5%9F_yerle%C5%9F-v-crh-sense-yerle%C5%9F_yerle%C5%9F-v-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/yerle%C5%9F_yerle%C5%9F-v-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/yerle%C5%9F-VERB-tr" , "yerleş" , "http://www.lexinfo.net/ontology/2.0/lexinfo#verb" ,
 "Solotvıno" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/Solotv%C4%B1no-PROPN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Solotv%C4%B1no_Solotv%C4%B1no-np-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Solotv%C4%B1no_Solotv%C4%B1no-np-crh-sense-Solotv%C4%B1no_Solotv%C4%B1no-np-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/Solotv%C4%B1no_Solotv%C4%B1no-np-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/Solotv%C4%B1no-PROPN-tr" , "Solotvıno" , "http://www.lexinfo.net/ontology/2.0/lexinfo#properNoun" ,
 "dramaturg" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/dramaturg-NOUN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/dramaturg_senarist-n-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/dramaturg_senarist-n-crh-sense-senarist_dramaturg-n-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/senarist_dramaturg-n-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/senarist-NOUN-tr" , "senarist" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "para" , "http://linguistic.linkeddata.es/id/apertium/lexiconCRH/para-NOUN-crh" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/para_para-n-crh-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/para_para-n-crh-sense-para_para-n-tr-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetCRH-TR/para_para-n-tr-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconTR/para-NOUN-tr" , "para" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
