 "written_rep_a" , "lex_entry_a" , "sense_a" , "trans" , "sense_b" , "lex_entry_b" , "written_rep_b" , "POS" ,
 "marcação" , "http://linguistic.linkeddata.es/id/apertium/lexiconPT/marca%C3%A7%C3%A3o-NOUN-pt" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/marca%C3%A7%C3%A3o_marcaxe-n-pt-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/marca%C3%A7%C3%A3o_marcaxe-n-pt-sense-marcaxe_marca%C3%A7%C3%A3o-n-gl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/marcaxe_marca%C3%A7%C3%A3o-n-gl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconGL/marcaxe-NOUN-gl" , "marcaxe" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "escada" , "http://linguistic.linkeddata.es/id/apertium/lexiconPT/escada-NOUN-pt" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/escada_escaleira-n-pt-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/escada_escaleira-n-pt-sense-escaleira_escada-n-gl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/escaleira_escada-n-gl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconGL/escaleira-NOUN-gl" , "escaleira" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "aplicavelmente" , "http://linguistic.linkeddata.es/id/apertium/lexiconPT/aplicavelmente-ADV-pt" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/aplicavelmente_aplicablemente-adv-pt-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/aplicavelmente_aplicablemente-adv-pt-sense-aplicablemente_aplicavelmente-adv-gl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/aplicablemente_aplicavelmente-adv-gl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconGL/aplicablemente-ADV-gl" , "aplicablemente" , "http://www.lexinfo.net/ontology/2.0/lexinfo#adverb" ,
 "domínio" , "http://linguistic.linkeddata.es/id/apertium/lexiconPT/dom%C3%ADnio-NOUN-pt" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/dom%C3%ADnio_dominio-n-pt-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/dom%C3%ADnio_dominio-n-pt-sense-dominio_dom%C3%ADnio-n-gl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/dominio_dom%C3%ADnio-n-gl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconGL/dominio-NOUN-gl" , "dominio" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "inovar" , "http://linguistic.linkeddata.es/id/apertium/lexiconPT/inovar-VERB-pt" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/inovar_innovar-vblex-pt-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/inovar_innovar-vblex-pt-sense-innovar_inovar-vblex-gl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/innovar_inovar-vblex-gl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconGL/innovar-VERB-gl" , "innovar" , "http://www.lexinfo.net/ontology/2.0/lexinfo#verb" ,
 "estabilização" , "http://linguistic.linkeddata.es/id/apertium/lexiconPT/estabiliza%C3%A7%C3%A3o-NOUN-pt" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/estabiliza%C3%A7%C3%A3o_estabilizaci%C3%B3n-n-pt-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/estabiliza%C3%A7%C3%A3o_estabilizaci%C3%B3n-n-pt-sense-estabilizaci%C3%B3n_estabiliza%C3%A7%C3%A3o-n-gl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/estabilizaci%C3%B3n_estabiliza%C3%A7%C3%A3o-n-gl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconGL/estabilizaci%C3%B3n-NOUN-gl" , "estabilización" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "estação" , "http://linguistic.linkeddata.es/id/apertium/lexiconPT/esta%C3%A7%C3%A3o-NOUN-pt" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/esta%C3%A7%C3%A3o_estaci%C3%B3n-n-pt-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/esta%C3%A7%C3%A3o_estaci%C3%B3n-n-pt-sense-estaci%C3%B3n_esta%C3%A7%C3%A3o-n-gl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/estaci%C3%B3n_esta%C3%A7%C3%A3o-n-gl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconGL/estaci%C3%B3n-NOUN-gl" , "estación" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "imobiliário" , "http://linguistic.linkeddata.es/id/apertium/lexiconPT/imobili%C3%A1rio-ADJ-pt" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/imobili%C3%A1rio_inmobiliario-adj-pt-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/imobili%C3%A1rio_inmobiliario-adj-pt-sense-inmobiliario_imobili%C3%A1rio-adj-gl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/inmobiliario_imobili%C3%A1rio-adj-gl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconGL/inmobiliario-ADJ-gl" , "inmobiliario" , "http://www.lexinfo.net/ontology/2.0/lexinfo#adjective" ,
 "sérvio" , "http://linguistic.linkeddata.es/id/apertium/lexiconPT/s%C3%A9rvio-ADJ-pt" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/s%C3%A9rvio_serbio-adj-pt-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/s%C3%A9rvio_serbio-adj-pt-sense-serbio_s%C3%A9rvio-adj-gl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/serbio_s%C3%A9rvio-adj-gl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconGL/serbio-ADJ-gl" , "serbio" , "http://www.lexinfo.net/ontology/2.0/lexinfo#adjective" ,
 "pós" , "http://linguistic.linkeddata.es/id/apertium/lexiconPT/p%C3%B3s-ADV-pt" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/p%C3%B3s_pos-adv-pt-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/p%C3%B3s_pos-adv-pt-sense-pos_p%C3%B3s-adv-gl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/pos_p%C3%B3s-adv-gl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconGL/pos-ADV-gl" , "pos" , "http://www.lexinfo.net/ontology/2.0/lexinfo#adverb" ,
 "equatoriano" , "http://linguistic.linkeddata.es/id/apertium/lexiconPT/equatoriano-ADJ-pt" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/equatoriano_ecuatoriano-adj-pt-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/equatoriano_ecuatoriano-adj-pt-sense-ecuatoriano_equatoriano-adj-gl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/ecuatoriano_equatoriano-adj-gl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconGL/ecuatoriano-ADJ-gl" , "ecuatoriano" , "http://www.lexinfo.net/ontology/2.0/lexinfo#adjective" ,
 "interacadêmico" , "http://linguistic.linkeddata.es/id/apertium/lexiconPT/interacad%C3%AAmico-ADJ-pt" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/interacad%C3%AAmico_interacad%C3%A9mico-adj-pt-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/interacad%C3%AAmico_interacad%C3%A9mico-adj-pt-sense-interacad%C3%A9mico_interacad%C3%AAmico-adj-gl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/interacad%C3%A9mico_interacad%C3%AAmico-adj-gl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconGL/interacad%C3%A9mico-ADJ-gl" , "interacadémico" , "http://www.lexinfo.net/ontology/2.0/lexinfo#adjective" ,
 "observatório" , "http://linguistic.linkeddata.es/id/apertium/lexiconPT/observat%C3%B3rio-NOUN-pt" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/observat%C3%B3rio_observatorio-n-pt-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/observat%C3%B3rio_observatorio-n-pt-sense-observatorio_observat%C3%B3rio-n-gl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/observatorio_observat%C3%B3rio-n-gl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconGL/observatorio-NOUN-gl" , "observatorio" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "pôr" , "http://linguistic.linkeddata.es/id/apertium/lexiconPT/p%C3%B4r-VERB-pt" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/p%C3%B4r_po%C3%B1er-vblex-pt-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/p%C3%B4r_po%C3%B1er-vblex-pt-sense-po%C3%B1er_p%C3%B4r-vblex-gl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/po%C3%B1er_p%C3%B4r-vblex-gl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconGL/po%C3%B1er-VERB-gl" , "poñer" , "http://www.lexinfo.net/ontology/2.0/lexinfo#verb" ,
 "chancelaria" , "http://linguistic.linkeddata.es/id/apertium/lexiconPT/chancelaria-NOUN-pt" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/chancelaria_chanceler%C3%ADa-n-pt-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/chancelaria_chanceler%C3%ADa-n-pt-sense-chanceler%C3%ADa_chancelaria-n-gl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/chanceler%C3%ADa_chancelaria-n-gl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconGL/chanceler%C3%ADa-NOUN-gl" , "chancelería" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "o mais rápido posível" , "http://linguistic.linkeddata.es/id/apertium/lexiconPT/o%20mais%20r%C3%A1pido%20pos%C3%ADvel-ADV-pt" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/o%20mais%20r%C3%A1pido%20pos%C3%ADvel_o%20m%C3%A1is%20axi%C3%B1a%20pos%C3%ADbel-adv-pt-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/o%20mais%20r%C3%A1pido%20pos%C3%ADvel_o%20m%C3%A1is%20axi%C3%B1a%20pos%C3%ADbel-adv-pt-sense-o%20m%C3%A1is%20axi%C3%B1a%20pos%C3%ADbel_o%20mais%20r%C3%A1pido%20pos%C3%ADvel-adv-gl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/o%20m%C3%A1is%20axi%C3%B1a%20pos%C3%ADbel_o%20mais%20r%C3%A1pido%20pos%C3%ADvel-adv-gl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconGL/o%20m%C3%A1is%20axi%C3%B1a%20pos%C3%ADbel-ADV-gl" , "o máis axiña posíbel" , "http://www.lexinfo.net/ontology/2.0/lexinfo#adverb" ,
 "designação" , "http://linguistic.linkeddata.es/id/apertium/lexiconPT/designa%C3%A7%C3%A3o-NOUN-pt" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/designa%C3%A7%C3%A3o_designaci%C3%B3n-n-pt-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/designa%C3%A7%C3%A3o_designaci%C3%B3n-n-pt-sense-designaci%C3%B3n_designa%C3%A7%C3%A3o-n-gl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/designaci%C3%B3n_designa%C3%A7%C3%A3o-n-gl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconGL/designaci%C3%B3n-NOUN-gl" , "designación" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "trinta e três" , "http://linguistic.linkeddata.es/id/apertium/lexiconPT/trinta%20e%20tr%C3%AAs-NUM-pt" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/trinta%20e%20tr%C3%AAs_trinta%20e%20tres-num-pt-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/trinta%20e%20tr%C3%AAs_trinta%20e%20tres-num-pt-sense-trinta%20e%20tres_trinta%20e%20tr%C3%AAs-num-gl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/trinta%20e%20tres_trinta%20e%20tr%C3%AAs-num-gl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconGL/trinta%20e%20tres-NUM-gl" , "trinta e tres" , "http://www.lexinfo.net/ontology/2.0/lexinfo#numeral" ,
 "finlandês" , "http://linguistic.linkeddata.es/id/apertium/lexiconPT/finland%C3%AAs-ADJ-pt" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/finland%C3%AAs_finland%C3%A9s-adj-pt-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/finland%C3%AAs_finland%C3%A9s-adj-pt-sense-finland%C3%A9s_finland%C3%AAs-adj-gl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/finland%C3%A9s_finland%C3%AAs-adj-gl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconGL/finland%C3%A9s-ADJ-gl" , "finlandés" , "http://www.lexinfo.net/ontology/2.0/lexinfo#adjective" ,
 "diretor" , "http://linguistic.linkeddata.es/id/apertium/lexiconPT/diretor-NOUN-pt" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/diretor_director-n-pt-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/diretor_director-n-pt-sense-director_diretor-n-gl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/director_diretor-n-gl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconGL/director-NOUN-gl" , "director" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "Espanha" , "http://linguistic.linkeddata.es/id/apertium/lexiconPT/Espanha-PROPN-pt" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/Espanha_Espa%C3%B1a-np-pt-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/Espanha_Espa%C3%B1a-np-pt-sense-Espa%C3%B1a_Espanha-np-gl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/Espa%C3%B1a_Espanha-np-gl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconGL/Espa%C3%B1a-PROPN-gl" , "España" , "http://www.lexinfo.net/ontology/2.0/lexinfo#properNoun" ,
 "localização" , "http://linguistic.linkeddata.es/id/apertium/lexiconPT/localiza%C3%A7%C3%A3o-NOUN-pt" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/localiza%C3%A7%C3%A3o_localizaci%C3%B3n-n-pt-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/localiza%C3%A7%C3%A3o_localizaci%C3%B3n-n-pt-sense-localizaci%C3%B3n_localiza%C3%A7%C3%A3o-n-gl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/localizaci%C3%B3n_localiza%C3%A7%C3%A3o-n-gl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconGL/localizaci%C3%B3n-NOUN-gl" , "localización" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "previdência" , "http://linguistic.linkeddata.es/id/apertium/lexiconPT/previd%C3%AAncia-NOUN-pt" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/previd%C3%AAncia_precauci%C3%B3n-n-pt-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/previd%C3%AAncia_precauci%C3%B3n-n-pt-sense-precauci%C3%B3n_previd%C3%AAncia-n-gl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/precauci%C3%B3n_previd%C3%AAncia-n-gl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconGL/precauci%C3%B3n-NOUN-gl" , "precaución" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "ingénuo" , "http://linguistic.linkeddata.es/id/apertium/lexiconPT/ing%C3%A9nuo-ADJ-pt" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/ing%C3%A9nuo_inxenuo-adj-pt-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/ing%C3%A9nuo_inxenuo-adj-pt-sense-inxenuo_ing%C3%A9nuo-adj-gl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/inxenuo_ing%C3%A9nuo-adj-gl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconGL/inxenuo-ADJ-gl" , "inxenuo" , "http://www.lexinfo.net/ontology/2.0/lexinfo#adjective" ,
 "coerência" , "http://linguistic.linkeddata.es/id/apertium/lexiconPT/coer%C3%AAncia-NOUN-pt" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/coer%C3%AAncia_coherencia-n-pt-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/coer%C3%AAncia_coherencia-n-pt-sense-coherencia_coer%C3%AAncia-n-gl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/coherencia_coer%C3%AAncia-n-gl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconGL/coherencia-NOUN-gl" , "coherencia" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "proibir" , "http://linguistic.linkeddata.es/id/apertium/lexiconPT/proibir-VERB-pt" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/proibir_prohibir-vblex-pt-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/proibir_prohibir-vblex-pt-sense-prohibir_proibir-vblex-gl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/prohibir_proibir-vblex-gl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconGL/prohibir-VERB-gl" , "prohibir" , "http://www.lexinfo.net/ontology/2.0/lexinfo#verb" ,
 "invejoso" , "http://linguistic.linkeddata.es/id/apertium/lexiconPT/invejoso-ADJ-pt" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/invejoso_envexoso-adj-pt-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/invejoso_envexoso-adj-pt-sense-envexoso_invejoso-adj-gl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/envexoso_invejoso-adj-gl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconGL/envexoso-ADJ-gl" , "envexoso" , "http://www.lexinfo.net/ontology/2.0/lexinfo#adjective" ,
 "oficina" , "http://linguistic.linkeddata.es/id/apertium/lexiconPT/oficina-NOUN-pt" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/oficina_taller-n-pt-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/oficina_taller-n-pt-sense-taller_oficina-n-gl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/taller_oficina-n-gl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconGL/taller-NOUN-gl" , "taller" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "soluvelmente" , "http://linguistic.linkeddata.es/id/apertium/lexiconPT/soluvelmente-ADV-pt" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/soluvelmente_solublemente-adv-pt-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/soluvelmente_solublemente-adv-pt-sense-solublemente_soluvelmente-adv-gl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/solublemente_soluvelmente-adv-gl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconGL/solublemente-ADV-gl" , "solublemente" , "http://www.lexinfo.net/ontology/2.0/lexinfo#adverb" ,
 "instituir" , "http://linguistic.linkeddata.es/id/apertium/lexiconPT/instituir-VERB-pt" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/instituir_institu%C3%ADr-vblex-pt-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/instituir_institu%C3%ADr-vblex-pt-sense-institu%C3%ADr_instituir-vblex-gl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/institu%C3%ADr_instituir-vblex-gl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconGL/institu%C3%ADr-VERB-gl" , "instituír" , "http://www.lexinfo.net/ontology/2.0/lexinfo#verb" ,
 "recopilar" , "http://linguistic.linkeddata.es/id/apertium/lexiconPT/recopilar-VERB-pt" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/recopilar_recompilar-vblex-pt-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/recopilar_recompilar-vblex-pt-sense-recompilar_recopilar-vblex-gl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/recompilar_recopilar-vblex-gl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconGL/recompilar-VERB-gl" , "recompilar" , "http://www.lexinfo.net/ontology/2.0/lexinfo#verb" ,
 "recusar" , "http://linguistic.linkeddata.es/id/apertium/lexiconPT/recusar-VERB-pt" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/recusar_denegar-vblex-pt-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/recusar_denegar-vblex-pt-sense-denegar_recusar-vblex-gl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/denegar_recusar-vblex-gl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconGL/denegar-VERB-gl" , "denegar" , "http://www.lexinfo.net/ontology/2.0/lexinfo#verb" ,
 "direcção" , "http://linguistic.linkeddata.es/id/apertium/lexiconPT/direc%C3%A7%C3%A3o-NOUN-pt" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/direc%C3%A7%C3%A3o_direcci%C3%B3n-n-pt-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/direc%C3%A7%C3%A3o_direcci%C3%B3n-n-pt-sense-direcci%C3%B3n_direc%C3%A7%C3%A3o-n-gl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/direcci%C3%B3n_direc%C3%A7%C3%A3o-n-gl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconGL/direcci%C3%B3n-NOUN-gl" , "dirección" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "combinar com o" , "http://linguistic.linkeddata.es/id/apertium/lexiconPT/combinar%20com%20o-VERB-pt" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/combinar%20com%20o_quedar%20co-vblex-pt-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/combinar%20com%20o_quedar%20co-vblex-pt-sense-quedar%20co_combinar%20com%20o-vblex-gl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/quedar%20co_combinar%20com%20o-vblex-gl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconGL/quedar%20co-VERB-gl" , "quedar co" , "http://www.lexinfo.net/ontology/2.0/lexinfo#verb" ,
 "identificação" , "http://linguistic.linkeddata.es/id/apertium/lexiconPT/identifica%C3%A7%C3%A3o-NOUN-pt" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/identifica%C3%A7%C3%A3o_identificaci%C3%B3n-n-pt-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/identifica%C3%A7%C3%A3o_identificaci%C3%B3n-n-pt-sense-identificaci%C3%B3n_identifica%C3%A7%C3%A3o-n-gl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/identificaci%C3%B3n_identifica%C3%A7%C3%A3o-n-gl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconGL/identificaci%C3%B3n-NOUN-gl" , "identificación" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "esquizofrênico" , "http://linguistic.linkeddata.es/id/apertium/lexiconPT/esquizofr%C3%AAnico-NOUN-pt" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/esquizofr%C3%AAnico_esquizofr%C3%A9nico-n-pt-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/esquizofr%C3%AAnico_esquizofr%C3%A9nico-n-pt-sense-esquizofr%C3%A9nico_esquizofr%C3%AAnico-n-gl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/esquizofr%C3%A9nico_esquizofr%C3%AAnico-n-gl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconGL/esquizofr%C3%A9nico-NOUN-gl" , "esquizofrénico" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
 "ao todo" , "http://linguistic.linkeddata.es/id/apertium/lexiconPT/ao%20todo-ADV-pt" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/ao%20todo_en%20total-adv-pt-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/ao%20todo_en%20total-adv-pt-sense-en%20total_ao%20todo-adv-gl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/en%20total_ao%20todo-adv-gl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconGL/en%20total-ADV-gl" , "en total" , "http://www.lexinfo.net/ontology/2.0/lexinfo#adverb" ,
 "radiativo" , "http://linguistic.linkeddata.es/id/apertium/lexiconPT/radiativo-ADJ-pt" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/radiativo_radioactivo-adj-pt-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/radiativo_radioactivo-adj-pt-sense-radioactivo_radiativo-adj-gl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/radioactivo_radiativo-adj-gl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconGL/radioactivo-ADJ-gl" , "radioactivo" , "http://www.lexinfo.net/ontology/2.0/lexinfo#adjective" ,
 "bulbilho" , "http://linguistic.linkeddata.es/id/apertium/lexiconPT/bulbilho-NOUN-pt" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/bulbilho_bulbillo-n-pt-sense" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/bulbilho_bulbillo-n-pt-sense-bulbillo_bulbilho-n-gl-sense-trans" , "http://linguistic.linkeddata.es/id/apertium/tranSetPT-GL/bulbillo_bulbilho-n-gl-sense" , "http://linguistic.linkeddata.es/id/apertium/lexiconGL/bulbillo-NOUN-gl" , "bulbillo" , "http://www.lexinfo.net/ontology/2.0/lexinfo#noun" ,
