reformación_noun	réformation_noun
sancho_propernoun	sancho_propernoun
unión-general-de-trabajadores_propernoun	syndicat-espagnol-proche-du-parti-socialiste_propernoun
encantar_verb	enchanter_verb
platón_propernoun	platon_propernoun
mercadillo_noun	braderie_noun
acinas_propernoun	acinas_propernoun
diálogo_noun	dialogue_noun
postigo_noun	volet_noun
descuento-comercial_noun	escompte-commercial_noun
ordenante_noun	donneur-d'ordre_noun
manía_noun	manie_noun
vasco-de-gama_propernoun	vasco-da-gama_propernoun
revelar_verb	révéler_verb
galarraga_propernoun	galarraga_propernoun
gstaad_propernoun	gstaad_propernoun
agricultor_noun	agriculteur_noun
bastia_propernoun	bastia_propernoun
etb2_propernoun	etb2_propernoun
título-de-propiedad_noun	titre-de-propriété_noun
aluminios-liber_propernoun	aluminios-liber_propernoun
eaed_propernoun	eaed_propernoun
alloatti_propernoun	alloatti_propernoun
secuestrar_verb	kidnapper_verb
hermanar_verb	fraterniser_verb
videoclip_noun	vidéoclip_noun
prolongación_noun	prolongation_noun
sencillo_adjective	simple_adjective
audiencia_noun	audience_noun
joven_noun	jeune-fille_noun
comunidad-económica-europea_propernoun	communauté-economique-européenne_propernoun
purificación_noun	purification_noun
júbilo_propernoun	júbilo_propernoun
a-la-manera-de_preposition	à-l'instar-de_preposition
sandra_propernoun	sandra_propernoun
jinete_noun	écuyer_noun
pp_noun	pp_noun
felipe-v-el-largo_propernoun	philippe-v-le-long_propernoun
correa_noun	courroie_noun
recíproco_adjective	réciproque_adjective
avanzar_verb	devancer_verb
hasta-ahora_adverb	jusqu'à-présent_adverb
marion_propernoun	marion_propernoun
fran_propernoun	fran_propernoun
abuchear_verb	huer_verb
futuro_adjective	futur_adjective
contable_adjective	comptable_adjective
douja-prom-addoha_propernoun	douja-prom-addoha_propernoun
falibilidad_noun	faillibilité_noun
uruguayo_adjective	uruguayen_adjective
sintácticamente_adverb	syntaxiquement_adverb
disparidad_noun	disparité_noun
bousquet_propernoun	bousquet_propernoun
mierda_noun	merde_noun
confidencia_noun	confidence_noun
vi_adjective	vième_adjective
en-caso-de-extravío_adverb	en-cas-de-perte_adverb
en-el-lugar-oportuno_adverb	en-bon-lieu_adverb
aplauso_noun	applaudissement_noun
clarificación_noun	clarification_noun
arlanza_propernoun	arlanza_propernoun
confort_noun	confort_noun
adjudicar_verb	attribuer_verb
de-que_subordinatingconjunction	que_subordinatingconjunction
dialecto_noun	dialecte_noun
saint-pierre_propernoun	saint-pierre_propernoun
contreras_propernoun	contreras_propernoun
licenciado_noun	diplômé_noun
granja_noun	ferme_noun
ajax_propernoun	ajax_propernoun
arenal_noun	étendue-de-sable_noun
generalizar_verb	généraliser_verb
restitución_noun	restitution_noun
jim_propernoun	jim_propernoun
en-colaboración_adverb	en-collaboration_adverb
bombilla_noun	ampoule_noun
argentino_adjective	argentin_adjective
arenisca_noun	grès_noun
tren_noun	train_noun
manuscrito_noun	manuscrit_noun
altamente_adverb	hautement_adverb
utilizar_verb	utiliser_verb
pirineo_adjective	pyrénéen_adjective
húsar_noun	hussard_noun
qué_adjective	quoi_adjective
qué_pronoun	quoi_pronoun
qué_determiner	quoi_determiner
penang_propernoun	penang_propernoun
relevancia_noun	importance_noun
costa-de-oro_propernoun	côte-d'or_propernoun
lucio_propernoun	lucio_propernoun
morfológico_adjective	morphologique_adjective
ministro_noun	ministre_noun
errazti_propernoun	errazti_propernoun
península-antártica_propernoun	péninsule-antarctique_propernoun
adolf_propernoun	adolf_propernoun
motor-de-búsqueda_noun	moteur-de-recherche_noun
pdf_propernoun	pdf_propernoun
detestable_adjective	détestable_adjective
boris-nikoláyevich_propernoun	boris-nikolaïevitch_propernoun
denegar-la-autorización_verb	refuser-l'autorisation_verb
proteger_verb	protéger_verb
vereda_noun	sentier_noun
cohabitar_verb	cohabiter_verb
ilegalización_noun	interdiction_noun
adopción_noun	adoption_noun
pelota_noun	ballon_noun
asignar_verb	assigner_verb
madera_noun	bois_noun
panza_propernoun	panza_propernoun
pascal_propernoun	pascal_propernoun
chuchería_noun	friandise_noun
batir-en-brecha_verb	battre-en-brèche_verb
contorno_noun	contour_noun
ranura_noun	rainure_noun
a-su-debido-tiempo_adverb	en-temps-utile_adverb
tapia_noun	mur_noun
andoni_propernoun	andoni_propernoun
amro_noun	amro_noun
radicalidad_noun	radicalité_noun
prever_verb	prévoir_verb
tuboplast_propernoun	tuboplast_propernoun
stefano_propernoun	stefano_propernoun
digno_adjective	digne_adjective
hormona_noun	hormone_noun
aigle_propernoun	aigle_propernoun
enderezar_verb	redresser_verb
abdulá_propernoun	abdallah_propernoun
gainsbourg_propernoun	gainsbourg_propernoun
agresivo_adjective	agressif_adjective
bisbal_propernoun	bisbal_propernoun
moqueta_noun	moquette_noun
prójimo_noun	prochain_noun
vendar_verb	bander_verb
dominica_propernoun	dominique_propernoun
afinidad_noun	affinité_noun
acciona_propernoun	acciona_propernoun
instrumental_adjective	instrumental_adjective
carrillo_propernoun	carrillo_propernoun
anverso_noun	avers_noun
sentir-hormigueo-en-las-piernas_verb	avoir-des-fourmis-dans-les-jambes_verb
convocatoria-restringida_noun	convocation-restreinte_noun
terry_propernoun	terry_propernoun
andrea-del-sarto_propernoun	andrea-del-sarto_propernoun
burundi_propernoun	burundi_propernoun
arrilucea_propernoun	arrilucea_propernoun
taka_propernoun	taka_propernoun
experto_noun	expert_noun
suministro_noun	fourniture_noun
requerimiento_noun	demande_noun
alosi_noun	alosi_noun
asesino_noun	assassin_noun
cervecero_adjective	de-la-bière_adjective
religioso_noun	religieux_noun
agrícola_adjective	agricole_adjective
reglamentariamente_adverb	réglementairement_adverb
aplaudir_verb	applaudir_verb
sierra-leona_propernoun	sierra-leone_propernoun
pregunta_noun	question_noun
azúcar_noun	sucre_noun
oficialmente_adverb	officiellement_adverb
mitología_noun	mythologie_noun
televisivo_adjective	télévisuel_adjective
rda_noun	rda_noun
rodolfo_propernoun	rodolfo_propernoun
talla_noun	taille_noun
gozo_noun	joie_noun
palmira_propernoun	palmyre_propernoun
tv1_propernoun	tv1_propernoun
bonano_propernoun	bonano_propernoun
recibidos-y-conformes_adjective	reçus-et-signés_adjective
yaundé_propernoun	yaoundé_propernoun
argos_propernoun	argos_propernoun
sien_noun	tempe_noun
barraca_noun	cahute_noun
pescador_adjective	pêcheur_adjective
tara_noun	tare_noun
sanmartín_propernoun	sanmartín_propernoun
mañana_adverb	demain_adverb
sociólogo_noun	sociologue_noun
unificación_noun	unification_noun
aretxaga_propernoun	aretxaga_propernoun
basilio_propernoun	basilio_propernoun
alcalde_noun	maire_noun
urano_propernoun	uranus_propernoun
acentuar_verb	accentuer_verb
captación_noun	captage_noun
transportista_noun	transporteur_noun
denunciación_noun	dénonciation_noun
científico_noun	scientifique_noun
garate_propernoun	garate_propernoun
simular_verb	simuler_verb
estadounidense_adjective	américain_adjective
lentitud_noun	lenteur_noun
aquelarre_noun	sabbat_noun
discoteca_noun	boîte_noun
denigrar_verb	dénigrer_verb
artístico_adjective	artistique_adjective
microgravedad_noun	microgravité_noun
incidencia_noun	incidence_noun
destino_noun	destin_noun
bush_propernoun	bush_propernoun
enésimo_adjective	énième_adjective
vitrina_noun	vitrine_noun
refugio_noun	refuge_noun
península-arábiga_propernoun	péninsule-arabique_propernoun
apaciguar_verb	apaiser_verb
inesperado_adjective	inattendu_adjective
listo_adjective	prêt_adjective
psíquico_adjective	psychique_adjective
ander_propernoun	ander_propernoun
cervino_propernoun	cervin_propernoun
traer_verb	brouetter_verb
mendizorroza_propernoun	mendizorroza_propernoun
laguna_noun	lagune_noun
perseguir_verb	pourchasser_verb
endeudar_verb	endetter_verb
humor_noun	humeur_noun
adelaida_propernoun	adelaida_propernoun
inmigrar_verb	immigrer_verb
pegar_verb	taper_verb
apunte-contable_noun	note-comptable_noun
bajar_verb	abaisser_verb
etxegarate_propernoun	etxegarate_propernoun
rioja-alavesa_propernoun	rioja-alavesa_propernoun
arana_propernoun	arana_propernoun
bernhard_propernoun	bernhard_propernoun
formador_noun	formateur_noun
montón_noun	monceau_noun
terminal_noun	terminal_noun
youssouf_propernoun	youssouf_propernoun
pomona_propernoun	pomone_propernoun
pirata_adjective	pirate_adjective
juaristi_propernoun	juaristi_propernoun
manama_propernoun	manama_propernoun
zaragoza_propernoun	zaragoza_propernoun
amparo_noun	soutien_noun
mencionar_verb	mentionner_verb
vélib_propernoun	vélib_propernoun
formatear_verb	formater_verb
desinhibido_adjective	désinhibé_adjective
talonario_noun	chéquier_noun
presley_propernoun	presley_propernoun
primer-mundo_propernoun	premier-monde_propernoun
fular_noun	foulard_noun
centro-operativo_noun	centre-opérationnel_noun
ps_noun	ps_noun
gran-cisma-de-oriente_propernoun	grand-schisme-d'orient_propernoun
cincuentena_noun	cinquantaine_noun
como_propernoun	côme_propernoun
basora_propernoun	bassora_propernoun
molière_propernoun	molière_propernoun
telecom_propernoun	telecom_propernoun
shamali_propernoun	shamali_propernoun
asimilar_verb	assimiler_verb
guéant_propernoun	guéant_propernoun
apetecer_verb	désirer_verb
andorrano_adjective	andorran_adjective
jurar_verb	jurer_verb
sanfermines_propernoun	sanfermines_propernoun
incomparable_adjective	incomparable_adjective
autopresentación_noun	autoprésentation_noun
viento_noun	vent_noun
futuro-financiero_noun	futur-financier_noun
halterofilia_noun	haltérophilie_noun
peaje-social_noun	péage-social_noun
kirchner_propernoun	kirchner_propernoun
el-cual_relativepronoun	celui-que_relativepronoun
el-cual_pronoun	celui-que_pronoun
josué_propernoun	josué_propernoun
elkartea_propernoun	elkartea_propernoun
ventana_noun	fenêtre_noun
secuestrador_noun	kidnappeur_noun
busca_noun	recherche_noun
dictador_noun	dictateur_noun
ocho_numeral	huit_numeral
adrián_propernoun	adrián_propernoun
dili_propernoun	dili_propernoun
cerdeña_propernoun	sardaigne_propernoun
medida-de-seguridad_noun	mesure-de-sécurité_noun
fregadero_noun	évier_noun
ciencias-empresariales_noun	sciences-commerciales_noun
despedida-de-soltera_noun	enterrement-de-vie-de-jeune-fille_noun
ural_propernoun	oural_propernoun
extracción_noun	extraction_noun
dificultar_verb	gêner_verb
médico_noun	médecin_noun
ratón_noun	souris_noun
apeninos_propernoun	apennins_propernoun
prestigioso_adjective	prestigieux_adjective
suponiendo-que_subordinatingconjunction	en-supposant-que_subordinatingconjunction
calificar_verb	qualifier_verb
poseedor_noun	possesseur_noun
problemático_adjective	problématique_adjective
gp_noun	gp_noun
maale-adumim_propernoun	ma'aleh-adumim_propernoun
katrina_propernoun	katrina_propernoun
surfista_noun	surfeur_noun
corriente_adjective	courant_adjective
transferibilidad_noun	transférabilité_noun
tanda_noun	série_noun
verónica_propernoun	verónica_propernoun
rtve_propernoun	rtve_propernoun
alcresa_noun	alcresa_noun
aelfp_noun	aelfp_noun
abisal_adjective	abyssal_adjective
luiz-inácio-lula-da-silva_propernoun	luiz-inácio-lula-da-silva_propernoun
anuarios-meteorológicos_noun	annales-météorologiques_noun
leiden_propernoun	leyde_propernoun
individualmente_adverb	individuellement_adverb
alfons_propernoun	alfons_propernoun
marne_propernoun	marne_propernoun
griego_noun	grec_noun
jordan_propernoun	jordan_propernoun
óleo_noun	huile_noun
viernes_noun	vendredi_noun
desde-el-momento-que_subordinatingconjunction	dès-lors-que_subordinatingconjunction
schnider_propernoun	schnider_propernoun
exaltar_verb	exalter_verb
abandonar_verb	abandonner_verb
inmerso_adjective	immergé_adjective
querer_modal	vouloir_modal
antso-handia_propernoun	sanche-le-grand_propernoun
gen_noun	gène_noun
sumario_noun	sommaire_noun
gomis_propernoun	gomis_propernoun
anglada_propernoun	anglada_propernoun
parisiense_noun	parisien_noun
haber_verb	avoir_verb
por-otro-lado_adverb	d'autre-part_adverb
tranquilo_adjective	tranquille_adjective
órgano-de-decisión_noun	organe-de-direction_noun
taylor_propernoun	taylor_propernoun
desafección_noun	désaffection_noun
plebeyo_noun	plébéien_noun
píldora_noun	pilule_noun
solemne_adjective	solennel_adjective
aparatoso_adjective	pompeux_adjective
impresionante_adjective	impressionnant_adjective
serra_propernoun	serra_propernoun
abel_propernoun	abel_propernoun
incrustación_noun	incrustation_noun
difundir_verb	répandre_verb
venezolano_adjective	vénézuélien_adjective
confuso_adjective	confus_adjective
indignar_verb	indigner_verb
becerril_propernoun	becerril_propernoun
combatir-como-una-fiera_verb	battre-comme-un-lion_verb
victoria-forzada_noun	victoire-au-forceps_noun
abydos_propernoun	abydos_propernoun
muravyev_propernoun	muravyev_propernoun
inicialmente_adverb	initialement_adverb
peligrosamente_adverb	dangereusement_adverb
sáinz_propernoun	sáinz_propernoun
computable_adjective	calculable_adjective
creíble_adjective	crédible_adjective
enrique-iii-el-doliente_propernoun	henri-iii-le-maladif_propernoun
louis-dreyfus_propernoun	louis-dreyfus_propernoun
existencial_adjective	existentiel_adjective
paz_noun	paix_noun
derivarse_verb	découler_verb
fortuna_noun	fortune_noun
adjunto_adjective	adjoint_adjective
getz_propernoun	getz_propernoun
dumont_propernoun	dumont_propernoun
especificidad_noun	spécificité_noun
dormir_verb	dormir_verb
amenazante_adjective	menaçant_adjective
ondulación_noun	ondulation_noun
seda_noun	soie_noun
despreocupado_adjective	insouciant_adjective
potable_adjective	potable_adjective
lejía_noun	eau-de-javel_noun
perdiguero_propernoun	perdiguero_propernoun
aliar_verb	allier_verb
abu-dhabi-investment-authority_propernoun	abu-dhabi-investment-authority_propernoun
urna_noun	urne_noun
miravalles_propernoun	miravalles_propernoun
no_adverb	ne_adverb
pctv_noun	pctv_noun
kontseilua_propernoun	kontseilua_propernoun
levantar_verb	soulever_verb
resbalar_verb	glisser-de_verb
conocedor_noun	connaisseur_noun
material_noun	matériel_noun
refuerzo_noun	renforcement_noun
península-de-kamchatka_propernoun	péninsule-de-kamtchatka_propernoun
perpetuum_propernoun	perpetuum_propernoun
flecha_noun	flèche_noun
yacer_verb	gésir_verb
thomas_propernoun	thomas_propernoun
contestar_verb	répondre_verb
leconte_propernoun	leconte_propernoun
altolagirre_propernoun	altolagirre_propernoun
estocolmo_propernoun	stockholm_propernoun
aranzubi_propernoun	aranzubi_propernoun
imposición-a-plazo-fijo_noun	dépôt-à-terme-fixe_noun
juan-sebastián-bach_propernoun	jean-sébastien-bach_propernoun
regeneración_noun	régénération_noun
kuala-lumpur_propernoun	kuala-lumpur_propernoun
ratisbona_propernoun	ratisbonne_propernoun
pignoración_noun	nantissement_noun
joya_noun	allégresse_noun
estabilización_noun	stabilisation_noun
cincuenta-y-uno_numeral	cinquante-et-un_numeral
cuatro_numeral	quatre_numeral
inspiración_noun	inspiration_noun
mientras-que_subordinatingconjunction	alors-que_subordinatingconjunction
panorámica_noun	panoramique_noun
boletín-informativo_noun	bulletin-d'information_noun
total_noun	total_noun
alatriste_propernoun	alatriste_propernoun
pesimismo_noun	pessimisme_noun
tutundjian_propernoun	tutundjian_propernoun
stoxx_propernoun	stoxx_propernoun
ufe_noun	ufe_noun
abrevadero_noun	abreuvoir_noun
total-a-pagar_noun	total-à-payer_noun
marín_propernoun	marín_propernoun
sutil_adjective	subtil_adjective
caixanova_propernoun	caixanova_propernoun
simplificar_verb	simplifier_verb
decamerón_propernoun	décaméron_propernoun
la-albufera_propernoun	la-albufera_propernoun
konstantín-ustínovich-chernenko_propernoun	konstantine-oustinovitch-tchernenko_propernoun
bosch_propernoun	bosch_propernoun
marjinalia_propernoun	marjinalia_propernoun
piaf_propernoun	piaf_propernoun
dicho-de-otra-manera_subordinatingconjunction	en-d'autres-termes_subordinatingconjunction
aje_noun	aje_noun
enriquecimiento_noun	enrichissement_noun
aplastamiento_noun	écrasement_noun
villiers-le-bel_propernoun	villiers-le-bel_propernoun
funcionamiento_noun	fonctionnement_noun
objetivo_noun	but_noun
les-peters_propernoun	les-peters_propernoun
ciar_verb	scier_verb
desclasificación_noun	déclassification_noun
postal_adjective	postal_adjective
ève_propernoun	ève_propernoun
testimonio_noun	attestation_noun
buzón_propernoun	buzón_propernoun
aepd_noun	aepd_noun
disputar_verb	disputer_verb
previsión_noun	prévision_noun
concha_noun	coquille_noun
salar_verb	saler_verb
aiastui_propernoun	aiastui_propernoun
huascarán_propernoun	huascaran_propernoun
en-el-mejor-momento_adverb	au-bon-moment_adverb
desistir_verb	départir_verb
información_noun	information_noun
garganta_noun	gorge_noun
administrativo_noun	administratif_noun
subdesarrollado_adjective	sous-développé_adjective
favorito_adjective	favori_adjective
palmarés_noun	palmarès_noun
colapso_noun	effondrement_noun
autopista_noun	autoroute_noun
fábrica_noun	fabrique_noun
varga_propernoun	varga_propernoun
kutxa_propernoun	kutxa_propernoun
paquete_noun	paquet_noun
incómodo_adjective	gênant_adjective
olimpiada_noun	olympiade_noun
baviera_propernoun	bavière_propernoun
contactar_verb	contacter_verb
américa_propernoun	amérique_propernoun
emergente_propernoun	emergente_propernoun
banda_noun	bande_noun
monte-rosa_propernoun	mont-rose_propernoun
acercar_verb	rapprocher_verb
charente_propernoun	charente_propernoun
milésimo_adjective	millième_adjective
villepinte_propernoun	villepinte_propernoun
decisión_noun	décision_noun
desierto_adjective	désert_adjective
curso_noun	cours_noun
iluminación_noun	illumination_noun
seudónimo_noun	pseudonyme_noun
caja_noun	boîte_noun
ruso_noun	russe_noun
gran-cuenca-artesiana_propernoun	grand-bassin-artésien_propernoun
barrena_propernoun	barrena_propernoun
frecuente_adjective	fréquent_adjective
transferir_verb	transférer_verb
transfronterizo_adjective	transfrontalier_adjective
salamina_propernoun	salamine_propernoun
por-ahora_adverb	pour-l'instant_adverb
biarritz_propernoun	biarritz_propernoun
cactus_noun	cactus_noun
françois-bozizé_propernoun	françois-bozizé_propernoun
recital_noun	récital_noun
impulso_noun	essor_noun
vulcano_propernoun	vulcain_propernoun
incredulidad_noun	incrédulité_noun
termo_noun	thermos_noun
disponer_verb	disposer_verb
no-por-eso_subordinatingconjunction	ce-n'est-pas-pourquoi_subordinatingconjunction
apacentar_verb	paître_verb
como-último-recurso_adverb	en-dernier-ressort_adverb
dulcemente_adverb	doucement_adverb
fotón_noun	photon_noun
raciocinio_noun	raisonnement_noun
malla_noun	maille_noun
pugna_noun	lutte_noun
medir_verb	mesurer_verb
por-mandato-judicial_subordinatingconjunction	par-exploit-d'huissier_subordinatingconjunction
augustin_propernoun	augustin_propernoun
habitar_verb	habiter_verb
clarke_propernoun	clarke_propernoun
anadir_propernoun	anadyr_propernoun
alcain_propernoun	alcain_propernoun
british-ariways_propernoun	british-ariways_propernoun
chapuza_noun	rafistolage_noun
plural_noun	pluriel_noun
figueres_propernoun	figueras_propernoun
religioso_adjective	religieux_adjective
rag_noun	rag_noun
progreso_noun	progrès_noun
adjunto_noun	adjoint_noun
ipsen_propernoun	ipsen_propernoun
depreciación_noun	dépréciation_noun
ingrid_propernoun	ingrid_propernoun
pensar_verb	penser_verb
perforación_noun	forage_noun
rianxeira_propernoun	rianxeira_propernoun
mejoría_noun	amélioration_noun
nigeria_propernoun	nigeria_propernoun
antecesor_noun	prédécesseur_noun
alternativamente_adverb	alternativement_adverb
clase-empresarial_noun	patronat_noun
desde-que_subordinatingconjunction	depuis-que_subordinatingconjunction
peloponeso_propernoun	péloponnèse_propernoun
gutarra_propernoun	gutarra_propernoun
aborrecer_verb	détester_verb
río-de-janeiro_propernoun	rio-de-janeiro_propernoun
actualización_noun	actualisation_noun
felipe-iv-el-hermoso_propernoun	philippe-iv-le-bel_propernoun
cuarentena_noun	quarantaine_noun
casino_noun	casino_noun
aburrir_verb	ennuyer_verb
izaskun_propernoun	izaskun_propernoun
constantina_propernoun	constantine_propernoun
felipe_propernoun	felipe_propernoun
belén_propernoun	bethléem_propernoun
lucir_verb	luire_verb
cascanueces_propernoun	casse-noisette_propernoun
explicativo_adjective	explicatif_adjective
inactividad_noun	inactivité_noun
baja-normandía_propernoun	basse-normandie_propernoun
salva_propernoun	salva_propernoun
cinta_noun	ruban_noun
valor-catastral_noun	valeur-locative_noun
mediterráneo_propernoun	méditerranée_propernoun
parque-nacional-del-gran-cañón_propernoun	parc-national-du-grand-canyon_propernoun
rodar_verb	rouler_verb
inquietud_noun	inquiétude_noun
intensivo_adjective	intensif_adjective
originario_adjective	originaire_adjective
nervioso_adjective	nerveux_adjective
fichar_verb	repérer_verb
nigeriano_noun	nigérien_noun
oteiza_propernoun	oteiza_propernoun
abyshev_propernoun	abyshev_propernoun
goethe_propernoun	goethe_propernoun
champ-de-mars_propernoun	champ-de-mars_propernoun
móstoles_propernoun	móstoles_propernoun
valenciano_adjective	valencien_adjective
simpson_propernoun	simpson_propernoun
presidenciabilidad_noun	présidentiabilité_noun
sporting_propernoun	sporting_propernoun
ponderación_noun	pondération_noun
dacruz_propernoun	dacruz_propernoun
akita_propernoun	akita_propernoun
pas-de-calais_propernoun	pas-de-calais_propernoun
al-amparo-de_preposition	sous-la-protection-de_preposition
liquididad_noun	liquidité_noun
ida-y-vuelta_noun	aller-retour_noun
informatización_noun	informatisation_noun
power_propernoun	power_propernoun
fecundación_noun	fécondation_noun
federal_adjective	fédéral_adjective
mutuamente_adverb	l'un-de-l'autre_adverb
acentuación_noun	accentuation_noun
brujas_propernoun	bruges_propernoun
cara_noun	gueule_noun
elevar_verb	élever_verb
savovic_propernoun	savovic_propernoun
independiente_adjective	indépendant_adjective
perjudicial_adjective	préjudiciable_adjective
iniciativa_noun	initiative_noun
aramburu_propernoun	aramburu_propernoun
semana_noun	semaine_noun
dotar_verb	doter_verb
arag_propernoun	arag_propernoun
todos-los-derechos-reservados_adjective	tous-droits-réservés_adjective
bit_noun	bit_noun
pasai-donibane_propernoun	pasai-donibane_propernoun
texto_noun	texte_noun
etxerat_propernoun	etxerat_propernoun
felicidad_noun	bonheur_noun
consecución_noun	réussite_noun
intensificación_noun	intensification_noun
miércoles_noun	mercredi_noun
cuota-de-mercado_noun	part-de-marché_noun
ágil_adjective	agile_adjective
escocia_propernoun	écosse_propernoun
hamar_propernoun	hamar_propernoun
twingo_propernoun	twingo_propernoun
léotard_propernoun	léotard_propernoun
abu-dhabi_propernoun	abou-dabi_propernoun
eurotunnel_propernoun	eurotunnel_propernoun
huerto_noun	verger_noun
izquierdo_propernoun	izquierdo_propernoun
inquieto_adjective	inquiet_adjective
girija-prasad-koirala_propernoun	girija-prasad-koirala_propernoun
kuwait_propernoun	koweït_propernoun
asepam_propernoun	asepam_propernoun
anfas_noun	anfas_noun
vichy_propernoun	vichy_propernoun
yuri-alekséievich_propernoun	iouri-alexeïevitch_propernoun
desaparecer_verb	disparaître_verb
sae_noun	sae_noun
transferencia_noun	virement_noun
autogestión_noun	autogestion_noun
cuota-íntegra_noun	quota-intégral_noun
raul_propernoun	raul_propernoun
indumentaria_noun	vêtement_noun
rivero_propernoun	rivero_propernoun
kutxaespacio_propernoun	kutxaespacio_propernoun
compañía_noun	compagnie_noun
tay_propernoun	tay_propernoun
larry_propernoun	larry_propernoun
surtir-efecto_verb	avoir-de-l'effet_verb
soro_propernoun	soro_propernoun
barcelonés_adjective	barcelonais_adjective
saldo-disponible_noun	solde-disponible_noun
fabius_propernoun	fabius_propernoun
payaso_noun	clown_noun
patrulla_noun	patrouille_noun
primar_verb	primer_verb
adelanto_noun	progression_noun
definición_noun	définition_noun
católico_adjective	catholique_adjective
gadé_propernoun	gadé_propernoun
hermético_adjective	hermétique_adjective
anero_propernoun	anero_propernoun
escuela-de-fontainebleau_propernoun	écôle-de-fontainebleau_propernoun
aoiz_propernoun	aoiz_propernoun
pincelada_noun	coup-de-pinceau_noun
antebrazo_noun	avant-bras_noun
humildemente_adverb	humblement_adverb
koldo_propernoun	koldo_propernoun
amurrio_propernoun	amurrio_propernoun
conciliar_verb	concilier_verb
villabona_propernoun	villabona_propernoun
incauto_adjective	imprudent_adjective
arrendador_noun	loueur_noun
lugo_propernoun	lugo_propernoun
interrelación_noun	relation_noun
abtwil_propernoun	abtwil_propernoun
lago-annecy_propernoun	lac-d'annecy_propernoun
de-acuerdo_adverb	d'accord_adverb
sábana_noun	drap_noun
suavidad_noun	douceur_noun
castellón_propernoun	castellón_propernoun
externamente_adverb	en-externe_adverb
adnan_propernoun	adnan_propernoun
detalle_noun	détail_noun
entrenamiento_noun	entraînement_noun
añoranza_noun	nostalgie_noun
cerrajero_noun	serrurier_noun
kundera_propernoun	kundera_propernoun
zinédine_propernoun	zinédine_propernoun
alterar_verb	altérer_verb
retina_noun	rétine_noun
v_adjective	vème_adjective
mapfre_propernoun	mapfre_propernoun
ciudad-prohibida_propernoun	cité-interdite_propernoun
viktor_propernoun	viktor_propernoun
invasión_noun	invasion_noun
venus_propernoun	vénus_propernoun
agilizar_verb	rendre-agile_verb
jubilar_verb	retraiter_verb
dedo_noun	doigt_noun
oportunidad_noun	opportunité_noun
gorbachov_propernoun	gorbatchev_propernoun
capone_propernoun	capone_propernoun
crono_noun	chrono_noun
alhucemas_propernoun	alhucemas_propernoun
tractor_noun	tracteur_noun
toshiba_propernoun	toshiba_propernoun
licenciatura_noun	licence_noun
tarantino_propernoun	tarantino_propernoun
bayard_propernoun	bayard_propernoun
tsunami_noun	tsunami_noun
entrega_noun	livraison_noun
expandir_verb	développer_verb
afán_noun	appât_noun
awa_propernoun	awa_propernoun
mecenazgo_noun	mécénat_noun
moreau_propernoun	moreau_propernoun
resumir_verb	résumer_verb
luca_propernoun	luca_propernoun
uranga_propernoun	uranga_propernoun
organización-empresarial_noun	organisation-de-l'entreprise_noun
erradicación_noun	éradication_noun
éxito_noun	succès_noun
san-salvador_propernoun	san-salvador_propernoun
arbelaitz_propernoun	arbelaitz_propernoun
horóscopo_noun	horoscope_noun
individuo_noun	individu_noun
isidoro_propernoun	isidoro_propernoun
soberano_adjective	souverain_adjective
aprovisionamiento_noun	approvisionnement_noun
asir_verb	prendre_verb
islas-carolinas_propernoun	îles-carolines_propernoun
criminalidad_noun	criminalité_noun
límite_noun	plafonnement_noun
gm_propernoun	gm_propernoun
moroccan-all-shares-index_propernoun	moroccan-all-shares-index_propernoun
luego_adverb	ensuite_adverb
placidez_noun	placidité_noun
lezama_propernoun	lezama_propernoun
václav-klaus_propernoun	václav-klaus_propernoun
semestre_noun	semestre_noun
juez-de-salida_noun	juge-de-départ_noun
puerto-rico_propernoun	porto-rico_propernoun
fortalecer_verb	fortifier_verb
experimentar_verb	éprouver_verb
brillo_noun	éclat_noun
agiña_propernoun	agiña_propernoun
paquistaní_noun	pakistanais_noun
marius_propernoun	marius_propernoun
finca-rústica_noun	propriété-rurale_noun
treinta-y-uno_pronoun	trente-et-un_pronoun
treinta-y-uno_determiner	trente-et-un_determiner
brandemburgo_propernoun	brandenbourg_propernoun
diferente_adjective	distinct_adjective
pisar_verb	fouler_verb
ronald_propernoun	ronald_propernoun
preceptivo_adjective	prescriptif_adjective
fluidez_noun	fluidité_noun
training_noun	training_noun
ikei_propernoun	ikei_propernoun
carelia_propernoun	carélie_propernoun
enorme_adjective	énorme_adjective
finca_noun	propriété_noun
del-momento-en-que_subordinatingconjunction	du-moment-où_subordinatingconjunction
reencontrar_verb	retrouver_verb
asustar_verb	faire-peur_verb
dar-inicio_verb	mettre-en-marche_verb
ahmed_propernoun	ahmed_propernoun
bonnaire_propernoun	bonnaire_propernoun
bnp-paribas_propernoun	bnp-paribas_propernoun
estafador_noun	escroc_noun
anasagasti_propernoun	anasagasti_propernoun
propietario_adjective	propriétaire_adjective
zurbarán_propernoun	zurbarán_propernoun
korshunova_propernoun	korshunova_propernoun
oficializar_verb	officialiser_verb
delatte_propernoun	delatte_propernoun
imperio-de-las-indias_propernoun	empire-des-indes_propernoun
mar-arábigo_propernoun	mer-d'arabie_propernoun
johnny_propernoun	johnny_propernoun
marmita_noun	marmite_noun
estándar_noun	standard_noun
inquilino_noun	locataire_noun
angelina-jolie_propernoun	angelina-jolie_propernoun
