cercania_noun	cercanía_noun
pospor_verb	posponer_verb
topo_noun	tope_noun
bilhetaria_noun	taquilla_noun
exemplarmente_adverb	ejemplarmente_adverb
palestiniano_noun	palestino_noun
vertigem_noun	vértigo_noun
arremesso_noun	tiro_noun
desempregado_adjective	desempleado_adjective
seminário_noun	seminario_noun
pregão_noun	pregón_noun
aparelho_noun	aparato_noun
qualquer_determiner	cualquier_determiner
trégua_noun	tregua_noun
de-pernas-para-o-ar_adverb	patas-arriba_adverb
falsificação_noun	falsificación_noun
exatamente_adverb	exactamente_adverb
coliseu_propernoun	coliseu_propernoun
dois_numeral	dos_numeral
kahn_propernoun	kahn_propernoun
hospitalização_noun	hospitalización_noun
exilado_noun	exiliado_noun
qualitativo_adjective	cualitativo_adjective
em-grande-estilo_adverb	a-lo-grande_adverb
câmbio_noun	cambio_noun
interpol_propernoun	interpol_propernoun
algodão_noun	algodón_noun
aninhar_verb	anidar_verb
lá_adverb	allá_adverb
desumanamente_adverb	inhumanamente_adverb
manuela_propernoun	manuela_propernoun
já_adverb	ya_adverb
mourinho_propernoun	mourinho_propernoun
daqui-por-diante_adverb	en-lo-sucesivo_adverb
pós-venta_noun	posventa_noun
apesar-do-que_subordinatingconjunction	a-pesar-de-lo-que_subordinatingconjunction
opostamente_adverb	opuestamente_adverb
validar_verb	validar_verb
ele_pronoun	él_pronoun
centro_noun	centrismo_noun
papai_noun	papá_noun
chanfro_noun	chaflán_noun
nazaré_propernoun	nazaré_propernoun
cepticismo_noun	escepticismo_noun
operação_noun	operación_noun
estruturar_verb	estructurar_verb
deveras_adverb	de-veras_adverb
brejo_noun	pantano_noun
desta-guisa_adverb	de-esta-guisa_adverb
binómio_noun	binomio_noun
max_propernoun	max_propernoun
cerimoniosamente_adverb	ceremoniosamente_adverb
que_relativepronoun	qué_relativepronoun
que_pronoun	qué_pronoun
incidência_noun	incidencia_noun
tavares_propernoun	tavares_propernoun
progresso_noun	adelanto_noun
lazer_noun	ocio_noun
interligação_noun	interconexión_noun
sustituto_adjective	sustituto_adjective
privativo_adjective	privativo_adjective
detidamente_adverb	con-detenimiento_adverb
zero_numeral	cero_numeral
redesenhar_verb	redibujar_verb
melancolicamente_adverb	melancólicamente_adverb
selecção_noun	selección_noun
governo_noun	gobernanza_noun
pictoricamente_adverb	pictóricamente_adverb
esfericamente_adverb	esféricamente_adverb
texas_propernoun	tejas_propernoun
agradecimento_noun	agradecimiento_noun
acionista_noun	accionista_noun
ou_coordinatingconjunction	o_coordinatingconjunction
pesticida_noun	pesticida_noun
stephenie_propernoun	stephenie_propernoun
liga_noun	aleación_noun
coagulante_adjective	coagulante_adjective
fazer_verb	hacer_verb
íon_noun	ión_noun
frio_adjective	frío_adjective
encaminhar_verb	encaminar_verb
cíclico_adjective	cíclico_adjective
ag_propernoun	ag_propernoun
austrália_propernoun	australia_propernoun
convite_noun	invitación_noun
descumprir_verb	incumplir_verb
renderizar_verb	renderizar_verb
inactividade_noun	inactividad_noun
seco_adjective	marchito_adjective
incêndio_noun	incendio_noun
cento_numeral	ciento_numeral
realinhar_verb	realinear_verb
coação_noun	coacción_noun
contrário_adjective	contrario_adjective
sangrento_adjective	sangriento_adjective
competitividade_noun	competitividad_noun
flexibilização_noun	flexibilización_noun
demissão_noun	despido_noun
aliviar_verb	aligerar_verb
grevista_noun	huelguista_noun
gruta_noun	cueva_noun
descer_verb	apear_verb
interpor_verb	interponer_verb
âmbar_noun	ámbar_noun
refogado_adjective	rehogado_adjective
caracterização_noun	caracterización_noun
oposto_adjective	opuesto_adjective
festividade_noun	festividad_noun
dezesseis_numeral	dieciséis_numeral
inconciliavelmente_adverb	inconciliablemente_adverb
ccc_propernoun	ccc_propernoun
eletrodo_noun	electrodo_noun
pós-processamento_noun	postprocesamiento_noun
enunciado_noun	enunciado_noun
imigrantemente_adverb	inmigrantemente_adverb
caminho-de-ferro_noun	ferrocarril_noun
reconstruir_verb	reconstruir_verb
instituição_noun	institución_noun
antracite_noun	antracita_noun
criança_noun	niño_noun
mafalda_propernoun	mafalda_propernoun
medalha_noun	medalla_noun
março_noun	marzo_noun
troféu_noun	trofeo_noun
orçamentário_adjective	presupuestario_adjective
fórum_noun	foro_noun
suor_noun	sudor_noun
participação_noun	concurrencia_noun
renderização_noun	modelizado_noun
esperançosamente_adverb	esperanzadamente_adverb
ascendência_noun	ascendencia_noun
asiaticamente_adverb	asiáticamente_adverb
magicamente_adverb	mágicamente_adverb
dourar_verb	dorar_verb
chateado_adjective	molesto_adjective
confusão_noun	confusión_noun
alemanha_propernoun	alemania_propernoun
carteira-nacional-de-habilitação_noun	permiso-de-conducir_noun
andino_adjective	andino_adjective
laser_noun	láser_noun
quanto_adverb	cuánto_adverb
quanto_interrogativepronoun	cuánto_interrogativepronoun
cheirar_verb	oler_verb
por-todos-os-lados_adverb	por-doquier_adverb
cuidadoso_adjective	cuidadoso_adjective
livre_adjective	libre_adjective
conceber_verb	concebir_verb
expandir_verb	expandir_verb
substituto_noun	sustituto_noun
desmembrar_verb	desglosar_verb
pouco-depois_adverb	poco-después_adverb
x_noun	x_noun
bolívia_propernoun	bolivia_propernoun
modernização_noun	modernización_noun
típico_adjective	típico_adjective
concentração_noun	concentración_noun
baixo_adverb	quedo_adverb
receber-brevemente_interjection	recibir-pronto_interjection
caso-contrário_subordinatingconjunction	de-lo-contrario_subordinatingconjunction
principal_adjective	troncal_adjective
deixar_verb	dejar_verb
destinatário_adjective	destinatario_adjective
filosofia_noun	filosofía_noun
dialética_noun	dialéctica_noun
operário_noun	obrero_noun
casamajor_propernoun	casamajor_propernoun
promulgação_noun	promulgación_noun
tecnologia_noun	tecnología_noun
planejamento_noun	planeamiento_noun
euronext_propernoun	euronext_propernoun
focinho_noun	hocico_noun
contestavelmente_adverb	contestablemente_adverb
português_noun	portugués_noun
multiplicemente_adverb	múltiplemente_adverb
exemplar_noun	dechado_noun
tranqüilamente_adverb	tranquilamente_adverb
irã_propernoun	irán_propernoun
coeficiente_noun	coeficiente_noun
desenvolvedor_noun	desarrollador_noun
abalar_verb	sacudir_verb
realizador_noun	realizador_noun
semiautomático_adjective	semiautomático_adjective
bom_adjective	bueno_adjective
patrulha_noun	patrulla_noun
varão_noun	varón_noun
hispânico_adjective	hispánico_adjective
pessoal_adjective	personal_adjective
adesivamente_adverb	adhesivamente_adverb
sonhador_adjective	soñador_adjective
croqui_noun	croquis_noun
icf_propernoun	icf_propernoun
arroio_noun	arroyo_noun
encaracolado_adjective	rizado_adjective
website_noun	website_noun
contextual_adjective	contextual_adjective
alavancar_verb	fomentar_verb
medula_noun	médula_noun
estância_noun	estancia_noun
sobrevivência_noun	supervivencia_noun
turvação_noun	turbación_noun
quatro_numeral	cuatro_numeral
telefonia_noun	telefonía_noun
a-rodo_adverb	a-borbotones_adverb
carneiro_propernoun	carneiro_propernoun
gaspar_propernoun	gaspar_propernoun
prazenteiramente_adverb	gozosamente_adverb
vocabulário_noun	vocabulario_noun
apreciar_verb	preciar_verb
pré-desenhado_adjective	predibujado_adjective
provir_verb	provenir_verb
milênio_noun	milenio_noun
direto_adjective	directo_adjective
experiente_adjective	experto_adjective
trezentos_numeral	trescientos_numeral
arag_propernoun	arag_propernoun
aspa_noun	comilla_noun
estreito_adjective	estrecho_adjective
desertificação_noun	desertización_noun
proveitoso_adjective	provechoso_adjective
imperecível_adjective	imperecedero_adjective
desgosto_noun	disgusto_noun
adaptativo_adjective	adaptativo_adjective
atraso_noun	retraso_noun
dar-certo_verb	salir-bien_verb
datar_verb	fechar_verb
fraude_noun	estafa_noun
despedimento_noun	despido_noun
bbdd_noun	bbdd_noun
descontínuo_adjective	discontinuo_adjective
tutorado_adjective	tutorizado_adjective
control-remoto_noun	mando-a-distancia_noun
ods_propernoun	ods_propernoun
frear_verb	frenar_verb
taiwanês_adjective	taiwanés_adjective
ódio_noun	odio_noun
docilmente_adverb	dócilmente_adverb
trigêmeo_noun	trillizo_noun
activo_adjective	activo_adjective
em-potencial_adverb	en-potencia_adverb
dívida_noun	deuda_noun
berço_noun	cuna_noun
indigência_noun	indigencia_noun
censuravelmente_adverb	censurablemente_adverb
do-mesmo-modo_adverb	de-igual-manera_adverb
fonseca_propernoun	fonseca_propernoun
classicamente_adverb	clásicamente_adverb
francês_noun	francés_noun
fração_noun	fracción_noun
predizer_verb	predecir_verb
pto_noun	pto_noun
mercadoria_noun	mercadería_noun
sigma_noun	sigma_noun
abster_verb	abstener_verb
ellis_propernoun	ellis_propernoun
criatividade_noun	creatividad_noun
legivelmente_adverb	legiblemente_adverb
lembrança_noun	recuerdo_noun
rigidez_noun	rigidez_noun
descartavelmente_adverb	descartablemente_adverb
habilidade_noun	habilidad_noun
dinis_propernoun	dinis_propernoun
royal_propernoun	royal_propernoun
amazônico_adjective	amazónico_adjective
contenda_noun	contienda_noun
fiança_noun	fianza_noun
episódio_noun	anécdota_noun
assimilar_verb	asimilar_verb
ludicamente_adverb	lúdicamente_adverb
se_subordinatingconjunction	si_subordinatingconjunction
localidade_noun	localidad_noun
feiamente_adverb	feamente_adverb
banco-guipuzcoano_propernoun	banco-guipuzcoano_propernoun
cameron_propernoun	cameron_propernoun
desinstalação_noun	desinstalación_noun
rugosidade_noun	rugosidad_noun
cerimónia_noun	ceremonia_noun
pequeno_adjective	pequeño_adjective
companheiro_noun	compañero_noun
conveniência_noun	conveniencia_noun
hotelaria_noun	hostelería_noun
febre_noun	fiebre_noun
grisalhamente_adverb	canosamente_adverb
maximizado_adjective	maximizado_adjective
canaleta_noun	canaleta_noun
descritivo_adjective	descriptivo_adjective
eclac_propernoun	eclac_propernoun
aplicável_adjective	aplicable_adjective
borracha_noun	goma_noun
aproximação_noun	aproximación_noun
rum_noun	ron_noun
padronizado_adjective	estandarizado_adjective
magnata_noun	magnate_noun
receber_verb	recibir_verb
videoconferência_noun	videoconferencia_noun
subcontratar_verb	subcontratar_verb
excitação_noun	excitación_noun
governamental_adjective	gubernamental_adjective
duplicidade_noun	duplicidad_noun
risonhamente_adverb	risueñamente_adverb
assim-mesmo_adverb	asimismo_adverb
palavra_noun	palabra_noun
matriz_noun	matriz_noun
nokia_propernoun	nokia_propernoun
referencial_adjective	referencial_adjective
aquele_determiner	aquel_determiner
aquele_demonstrativepronoun	aquel_demonstrativepronoun
qüinquagesimamente_adverb	quinquagésimamente_adverb
passaporte_noun	pasaporte_noun
contratador_noun	contratista_noun
caminhão_noun	camión_noun
cortantemente_adverb	tajantemente_adverb
atenção_noun	atención_noun
orla_noun	orilla_noun
suavidade_noun	suavidad_noun
suspeita_noun	sospecha_noun
saudações-cordiais_interjection	un-cordial-saludo_interjection
vistoriar_verb	pasar-revista_verb
higienicamente_adverb	higiénicamente_adverb
cúmplice_noun	cómplice_noun
caridade_noun	caridad_noun
polegada_noun	pulgada_noun
com-muito-empenho_adverb	a-velas-desplegadas_adverb
ao-meio_adverb	por-la-mitad_adverb
negrito_adjective	negrito_adjective
erbiti_propernoun	erbiti_propernoun
porsche_propernoun	porsche_propernoun
previsão_noun	previsión_noun
hiperbólico_adjective	hiperbólico_adjective
desfavoravelmente_adverb	desfavorablemente_adverb
versão_noun	versión_noun
maquinar_verb	maquinar_verb
moniz_propernoun	moniz_propernoun
sociedade_noun	sociedad_noun
mairena_propernoun	mairena_propernoun
ataque-de-fúria_adverb	arranque-de-cólera_adverb
boato_noun	rumor_noun
desmoldagem_noun	desmoldeo_noun
geometria_noun	geometría_noun
cobrir_verb	cubrir_verb
imperceptivelmente_adverb	imperceptiblemente_adverb
maiol_propernoun	maiol_propernoun
caçador_noun	cazador_noun
cristãmente_adverb	cristianamente_adverb
mvm_propernoun	mvm_propernoun
pré-carregado_adjective	precargado_adjective
finlandês_adjective	finlandés_adjective
pessoa_noun	persona_noun
constança_propernoun	constança_propernoun
laranjeira_noun	naranjo_noun
campanha_noun	campaña_noun
derivação_noun	derivación_noun
moreirense_propernoun	moreirense_propernoun
cor_noun	corazón_noun
ced_propernoun	ced_propernoun
revocação_noun	revocación_noun
maré_noun	marea_noun
teologicamente_adverb	teológicamente_adverb
anacom_propernoun	anacom_propernoun
redimensionável_adjective	redimensionable_adjective
espectacular_adjective	espectacular_adjective
ao-mesmo-tempo_adverb	a-la-vez_adverb
múltiplo_adjective	múltiplo_adjective
rascunho_noun	borrador_noun
diminuir_verb	disminuir_verb
crer_verb	creer_verb
spam_noun	spam_noun
inimizade_noun	enemistad_noun
aço_noun	acero_noun
inconcebível_adverb	inconcebible_adverb
marrocos_propernoun	marruecos_propernoun
neutralidade_noun	neutralidad_noun
miseravelmente_adverb	miserablemente_adverb
grama_noun	gramo_noun
cheiamente_adverb	llenamente_adverb
ruína_noun	ruina_noun
crescente_adjective	creciente_adjective
pressentir_verb	presentir_verb
danny_propernoun	danny_propernoun
aqui_adverb	aquí_adverb
caribenho_adjective	caribeño_adjective
investimento_noun	inversión_noun
concavamente_adverb	cóncavamente_adverb
sujeira_noun	suciedad_noun
sobreposição_noun	solapamiento_noun
limite_noun	límite_noun
vascão_noun	vasco_noun
banco_noun	banquillo_noun
ovalado_adjective	ovalado_adjective
aleitamento_noun	amamantamiento_noun
fotocópia_noun	fotocopia_noun
homossexual_adjective	homosexual_adjective
toque-de-recolher_noun	toque-de-queda_noun
bolonha_propernoun	bolonia_propernoun
quartel_noun	cuartel_noun
substituição_noun	substitución_noun
duplo_adjective	doble_adjective
parcela_noun	cuota_noun
oferecimento_noun	ofrecimiento_noun
conhecedor_noun	conocedor_noun
personalizado_adjective	personalizado_adjective
japonês_adjective	japonés_adjective
jarra_noun	jarra_noun
osàcar_propernoun	osàcar_propernoun
soberbamente_adverb	soberbiamente_adverb
fixar_verb	fijar_verb
documentário_noun	documental_noun
tnc_propernoun	tnc_propernoun
tontura_noun	tontería_noun
acúfeno_noun	acúfeno_noun
manufatureiro_adjective	manufacturero_adjective
juventude_noun	juventud_noun
caminho_noun	camino_noun
forbes_propernoun	forbes_propernoun
adaptador_noun	adaptador_noun
depor_verb	deponer_verb
gotejar_verb	gotear_verb
hóspede_noun	huésped_noun
padrão_noun	patrón_noun
cobiçar_verb	codiciar_verb
cartoon_propernoun	cartoon_propernoun
exato_adjective	exacto_adjective
cano_noun	tubo_noun
distorção_noun	sesgo_noun
em_preposition	en_preposition
bem-estar_noun	bienestar_noun
essencial_adjective	esencial_adjective
congruente_adjective	congruente_adjective
escravidão_noun	esclavitud_noun
chechênia_propernoun	chechenia_propernoun
promessa_noun	promesa_noun
fazer_verb	obrar_verb
reclamação_noun	reclamación_noun
atraente_adjective	atractivo_adjective
segmentar_verb	segmentar_verb
aquele_pronoun	aquel_pronoun
aquele_demonstrativepronoun	aquel_demonstrativepronoun
cartesiano_adjective	cartesiano_adjective
historicamente_adverb	históricamente_adverb
ao-menos_subordinatingconjunction	al-menos_subordinatingconjunction
pib_propernoun	pbi_propernoun
aspa_noun	aspa_noun
serpente_noun	serpiente_noun
cidade-do-cabo_propernoun	ciudad-del-cabo_propernoun
reuters_propernoun	reuters_propernoun
bailarino_noun	bailarín_noun
exploração_noun	exploración_noun
dizer_verb	decir_verb
confederação_noun	confederación_noun
facada_noun	puñalada_noun
sobral_propernoun	sobral_propernoun
josiane_propernoun	josiane_propernoun
corrêa_propernoun	corrêa_propernoun
controladoria_noun	contraloría_noun
drástico_adjective	drástico_adjective
tamanho_noun	tamaño_noun
multiplicador_noun	multiplicador_noun
francês_adjective	francés_adjective
efectivamente_adverb	en-efecto_adverb
decrescente_adjective	decreciente_adjective
usinagem_noun	mecanizado_noun
perpétuo_adjective	perpetuo_adjective
plotadora_noun	trazador_noun
alegria_noun	alegría_noun
maximamente_adverb	máximamente_adverb
submissamente_adverb	sumisamente_adverb
recalcular_verb	recalcular_verb
fundo_noun	fondo_noun
anteontem_adverb	anteayer_adverb
insossamente_adverb	insulsamente_adverb
de-peito-aberto_adverb	a-pecho-descubierto_adverb
chegada_noun	llegada_noun
tabulação_noun	tabulación_noun
convidar_verb	invitar_verb
alçar_verb	alzar_verb
coerência_noun	coherencia_noun
minoria_noun	minoría_noun
imprecisamente_adverb	borrosamente_adverb
proibição_noun	prohibición_noun
demais_adjective	demás_adjective
alcoolicamente_adverb	alcohólicamente_adverb
marinheiro_noun	marinero_noun
acomodar_verb	aposentar_verb
contracção_noun	contracción_noun
correspondentemente_adverb	correspondientemente_adverb
personalização_noun	personalización_noun
discórdia_noun	cizaña_noun
acordado_adjective	despierto_adjective
subnutrido_adjective	subnutrido_adjective
fedor_noun	hedor_noun
maioritariamente_adverb	mayoritariamente_adverb
autom_propernoun	autom_propernoun
admiravelmente_adverb	admirablemente_adverb
reparo_noun	reparación_noun
motor_adjective	motor_adjective
veloso_propernoun	veloso_propernoun
regra_noun	regla_noun
laietana_propernoun	laietana_propernoun
incorrecto_adjective	incorrecto_adjective
palidamente_adverb	pálidamente_adverb
batalhão_noun	batallón_noun
colisão_noun	colisión_noun
perduravelmente_adverb	perdurablemente_adverb
fraudador_adjective	defraudador_adjective
agulha_noun	aguja_noun
inflação_noun	inflación_noun
pitton_propernoun	pitton_propernoun
ofertante_noun	ofertante_noun
adaptável_adjective	adaptable_adjective
duplamente_adverb	doblemente_adverb
solaz_propernoun	solaz_propernoun
hoteleiro_adjective	hotelero_adjective
basebol_noun	béisbol_noun
inexperiência_noun	inexperiencia_noun
pozuelo-de-alarcón_propernoun	pozuelo-de-alarcón_propernoun
aptidão_noun	aptitud_noun
arruela_noun	arandela_noun
muito-mais_adverb	mucho-más_adverb
sub-unidade_noun	subunidad_noun
listagem_noun	listado_noun
binoche_propernoun	binoche_propernoun
ramalho_propernoun	ramalho_propernoun
compressa_noun	compresa_noun
digitar_verb	teclear_verb
periférico_adjective	periférico_adjective
estrito_adjective	estricto_adjective
filiado_adjective	afiliado_adjective
directoria_noun	dirección_noun
estatutário_adjective	estatutario_adjective
computador_noun	ordenador_noun
dispersão_noun	dispersión_noun
geneticamente_adverb	genéticamente_adverb
infância_noun	infancia_noun
impróprio_adjective	impropio_adjective
oitenta_numeral	ochenta_numeral
avariar_verb	quebrar_verb
macro_noun	macro_noun
ondine_propernoun	ondine_propernoun
adjacente_adjective	adyacente_adjective
natureza_noun	naturaleza_noun
documentário_adjective	documental_adjective
sobreviver_verb	sobrevivir_verb
indiscutivelmente_adverb	indiscutiblemente_adverb
vós_pronoun	vosotros_pronoun
criminosamente_adverb	criminalmente_adverb
anotação_noun	notación_noun
johnny_propernoun	johnny_propernoun
no-natal_adverb	en-las-navidades_adverb
paradoxo_noun	paradoja_noun
caja-madrid_propernoun	caja-madrid_propernoun
interpretação_noun	interpretación_noun
subproduto_noun	subproducto_noun
monitorar_verb	monitorizar_verb
biologicamente_adverb	biológicamente_adverb
verificador_adjective	verificador_adjective
sinonimamente_adverb	sinónimamente_adverb
ensinar_verb	enseñar_verb
bombeiro_noun	bombero_noun
localizador_noun	localizador_noun
objeto_noun	utillaje_noun
contorno_noun	contorno_noun
mal-estar_noun	malestar_noun
enganoso_adjective	engañoso_adjective
mota_noun	moto_noun
orey_propernoun	orey_propernoun
almoço_noun	almuerzo_noun
vazio_adjective	vacío_adjective
comutar_verb	conmutar_verb
anticorrosivo_adjective	anticorrosivo_adjective
rentável_adjective	rentable_adjective
helena_propernoun	helena_propernoun
dvd_noun	dvd_noun
partidário_adjective	partidario_adjective
cedo_adverb	tempranamente_adverb
entendimento_noun	entendimiento_noun
aluguer_noun	alquiler_noun
controvérsia_noun	controversia_noun
advertência_noun	advertencia_noun
testar_verb	probar_verb
rigoroso_adjective	riguroso_adjective
alga_noun	alga_noun
centenário_noun	centenario_noun
arroios_propernoun	arroios_propernoun
ceia_noun	cena_noun
caminhar_verb	caminar_verb
respeitar_verb	respetar_verb
prejudicar_verb	perjudicar_verb
zombadoramente_adverb	burlonamente_adverb
catherine_propernoun	catherine_propernoun
negatividade_noun	negatividad_noun
setentrionalmente_adverb	septentrionalmente_adverb
hiv_noun	vih_noun
boicote_noun	boicot_noun
burocraticamente_adverb	burocráticamente_adverb
defronte_adverb	enfrente_adverb
complexo_adjective	complejo_adjective
prolongamento_noun	prolongación_noun
cobrança_noun	cobro_noun
corunha_propernoun	coruña_propernoun
marvão_propernoun	marvão_propernoun
cacia_propernoun	cacia_propernoun
subtilmente_adverb	sutilmente_adverb
refletir_verb	reflejar_verb
comissão_noun	comisión_noun
sensibilidade_noun	sensibilidad_noun
vencimento_noun	vencimiento_noun
erroneamente_adverb	erróneamente_adverb
garrafa_noun	botella_noun
encanamento_noun	tubería_noun
bissextamente_adverb	bisiestamente_adverb
zoonose_noun	zoonosis_noun
cip_noun	cip_noun
aenor_propernoun	aenor_propernoun
boneco_noun	muñeco_noun
funcionário_noun	operario_noun
imbecilmente_adverb	imbécilmente_adverb
isin_propernoun	isin_propernoun
saudar_verb	saludar_verb
cessar_verb	cesar_verb
ideologia_noun	ideología_noun
vário_determiner	vario_determiner
repositório_noun	repositorio_noun
apaixonar_verb	enamorar_verb
loiro_adjective	rubio_adjective
estréia_noun	estreno_noun
desfrutar_verb	disfrutar_verb
mobilização_noun	movilización_noun
florescer_verb	florecer_verb
makkah_propernoun	makkah_propernoun
começar_verb	comenzar_verb
ot_noun	obligaciones-del-estado_noun
imperturbavelmente_adverb	imperturbablemente_adverb
apreciavelmente_adverb	apreciablemente_adverb
panela-de-pressão_noun	olla-a-presión_noun
patrulhar_verb	patrullar_verb
igae_propernoun	igae_propernoun
aterragem_noun	aterrizaje_noun
cavidade_noun	cavidad_noun
facilitador_noun	facilitador_noun
hangseng_propernoun	hangseng_propernoun
embaixo_adverb	debajo_adverb
sítio_noun	casa-de-campo_noun
eletronicamente_adverb	electrónicamente_adverb
linda_propernoun	linda_propernoun
dâmaso_propernoun	dâmaso_propernoun
sem-mais_interjection	sin-más-que-añadir_interjection
restrição_noun	restricción_noun
preocupação_noun	preocupación_noun
depois_adverb	después_adverb
baía_noun	bahía_noun
secção_noun	sección_noun
assombrar_verb	asombrar_verb
conversa_noun	conversación_noun
economia_noun	economía_noun
ter_verb	tener_verb
castidade_noun	castidad_noun
criar_verb	crear_verb
perceber_verb	percibir_verb
excepção_noun	excepción_noun
enfermagem_noun	enfermería_noun
sequestrador_noun	secuestrador_noun
anfitrião_noun	anfitrión_noun
preparação_noun	preparación_noun
planilha_noun	hoja-de-cálculo_noun
cronologicamente_adverb	cronológicamente_adverb
cosmos_propernoun	cosmos_propernoun
corrente_noun	cadena_noun
preencher_verb	cumplimentar_verb
inequívoco_adjective	inequívoco_adjective
impressionantemente_adverb	impresionantemente_adverb
carteira-de-identidade_noun	carné-de-identidad_noun
passagem_noun	pasaje_noun
reestruturação_noun	reestructuración_noun
altruísta_noun	altruista_noun
eritréia_propernoun	eritrea_propernoun
frieza_noun	frialdad_noun
educador_noun	educador_noun
ressarcimento_noun	resarcimiento_noun
valongo_propernoun	valongo_propernoun
plataforma_noun	andén_noun
detenção_noun	arresto_noun
maravilha_noun	maravilla_noun
renúncia_noun	renuncia_noun
polvilhar_verb	espolvorear_verb
sarmento_propernoun	sarmento_propernoun
inumerável_adjective	innumerable_adjective
ponzi_propernoun	ponzi_propernoun
feitiço_noun	hechizo_noun
basílio_propernoun	basílio_propernoun
silvio_propernoun	silvio_propernoun
execução_noun	ejecución_noun
mateus_propernoun	mateus_propernoun
noturno_adjective	nocturno_adjective
exclusão_noun	supresión_noun
benfeitor_adjective	benefactor_adjective
inimigo_adjective	enemigo_adjective
um-forte-abraço_interjection	un-abrazo-fuerte_interjection
vaidade_noun	vanidad_noun
trecho_noun	tramo_noun
média_noun	promedio_noun
sombreado_adjective	sombreado_adjective
incompatibilidade_noun	incompatibilidad_noun
imersamente_adverb	inmersamente_adverb
isenção_noun	exención_noun
betão_noun	cemento_noun
desabrigado_adjective	desamparado_adjective
bidirecional_adjective	bidireccional_adjective
armaria_noun	armería_noun
externalidade_noun	externalidad_noun
género-alimentar_noun	alimento_noun
glossário_noun	glosario_noun
financiavelmente_adverb	financiablemente_adverb
experimentação_noun	experimentación_noun
autodrenante_adjective	autodrenante_adjective
disfarçar_verb	disfrazar_verb
aceitar_verb	aceptar_verb
câncer_noun	cáncer_noun
hapoel_propernoun	hapoel_propernoun
oportunidade_noun	oportunidad_noun
despir_verb	desnudar_verb
beijinho_noun	besito_noun
intrínseco_adjective	intrínseco_adjective
susceptível_adjective	susceptible_adjective
envolver_verb	involucrar_verb
sobrescrever_verb	sobrescribir_verb
secretária-eletrônica_noun	contestador-automático_noun
sulfúrico_adjective	sulfúrico_adjective
inerente_adjective	inherente_adjective
cravinho_propernoun	cravinho_propernoun
desarticulado_adjective	desunido_adjective
respiratório_adjective	respiratorio_adjective
trajectória_noun	trayectoria_noun
íman_noun	imán_noun
vídeogaleria_noun	videogalería_noun
congelamento_noun	congelación_noun
nublosamente_adverb	nubladamente_adverb
html_propernoun	html_propernoun
alça_noun	alza_noun
tipológico_adjective	tipológico_adjective
cobiça_noun	codicia_noun
credencial_noun	credencial_noun
ainda-que_subordinatingconjunction	aun-cuando_subordinatingconjunction
ação_noun	acción_noun
sérvio_noun	serbio_noun
bastidor_noun	bastidor_noun
montão_noun	montón_noun
longo_adjective	largo_adjective
paraliticamente_adverb	paralíticamente_adverb
transformar_verb	trasformar_verb
maçã_noun	manzana_noun
receio_noun	recelo_noun
renumerar_verb	renumerar_verb
partidariamente_adverb	partidistamente_adverb
princípio_noun	principio_noun
funchal_propernoun	funchal_propernoun
respeitosamente_adverb	respetuosamente_adverb
oco_adjective	hueco_adjective
abreviado_adjective	abreviado_adjective
contavelmente_adverb	contablemente_adverb
perfuração_noun	perforación_noun
regulamentarmente_adverb	reglamentariamente_adverb
heroísmo_noun	heroísmo_noun
dificilmente_adverb	difícilmente_adverb
corrimão_noun	barandilla_noun
aab_propernoun	aab_propernoun
hillary_propernoun	hillary_propernoun
rastreamento_noun	seguimiento_noun
comércio_noun	comercio_noun
plurilíngue_adjective	plurilingüe_adjective
agra_propernoun	agra_propernoun
impregnar_verb	impregnar_verb
energeticamente_adverb	energéticamente_adverb
linguagem_noun	lenguaje_noun
nunes_propernoun	nunes_propernoun
dar-os-parabéns_verb	dar-la-enhorabuena_verb
prefeito_noun	alcalde_noun
libanês_noun	libanés_noun
secretário_noun	secretario_noun
assobiar_verb	silbar_verb
sofía_propernoun	sofía_propernoun
alcalinizante_noun	alcalinizante_noun
posto-que_subordinatingconjunction	aunque_subordinatingconjunction
em-decorrência-de_preposition	en-el-transcurso-de_preposition
avião_noun	avión_noun
no-duro_adverb	duro_adverb
discórdia_noun	discordia_noun
bolsa_noun	bolso_noun
tremulamente_adverb	temblorosamente_adverb
riso_noun	risa_noun
farmacêutico_noun	farmacéutico_noun
círculo_noun	redondel_noun
bonaventura_propernoun	bonaventura_propernoun
autossuficiência_noun	autosuficiencia_noun
lavagem_noun	lavado_noun
coincidir_verb	concurrir_verb
tiago_propernoun	tiago_propernoun
mesa-de-cabeceira_noun	mesilla_noun
de-facto_adverb	de-hecho_adverb
coleta_noun	recolección_noun
insônia_noun	insomnio_noun
ideia_noun	idea_noun
intrometer_verb	entrometer_verb
ousar_verb	osar_verb
fatorial_adjective	factorial_adjective
tornar_verb	hacer_verb
avante_adverb	adelante_adverb
atualização_noun	actualización_noun
ilegivelmente_adverb	ilegiblemente_adverb
syracuse_propernoun	syracuse_propernoun
piedade_noun	piedad_noun
electricamente_adverb	eléctricamente_adverb
tommaso_propernoun	tommaso_propernoun
ok_noun	ok_noun
marie_propernoun	marie_propernoun
retomar_verb	reanudar_verb
vírus_noun	virus_noun
parafuso_noun	perno_noun
comummente_adverb	comúnmente_adverb
em-media_adverb	de-media_adverb
marisqueiramente_adverb	marisqueramente_adverb
